MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	MaxLevel	NumOfAwokenSkills
2762	Purple Plum Virtue, Xin Hua	紫梅の君子・シンファ	9	5	99	8	
2763	Moogle	モーグリ	4	4	99	9	
2764	Cloud & Fenrir	クラウド＆フェンリル	8	4	99	7	
2765	One-Winged Angel, Sephiroth	片翼の天使・セフィロス	8	5	99	7	
2766	Unwavering Summoner, Yuna	覚悟の召喚士・ユウナ	8	4	99	7	
2767	Cecil	セシル	6	5	99	4	
2768	Dark Knight, Cecil	暗黒騎士・セシル	7	5	99	9	
2769	Paladin, Cecil	パラディン・セシル	7	4	99	9	
2770	Bartz	バッツ	5	3	50	0	
2771	Adventurous Wind, Bartz	探求の風・バッツ	6	3	99	9	
2772	Terra	ティナ	5	1	50	0	
2773	Trance Terra	トランス・ティナ	6	1	99	9	
2774	Shantotto	シャントット	5	5	50	0	
2775	Menacing Black Mage, Shantotto	最凶の黒魔道士・シャントット	6	5	99	9	
2776	Vaan	ヴァン	5	4	50	0	
2777	Novice Sky Pirate, Vaan	かけだしの空賊・ヴァン	6	4	99	9	
2778	Lightning	ライトニング	6	4	50	0	
2779	Knight of Etro, Lightning	女神の騎士・ライトニング	7	4	99	4	
2780	Savior, Lightning	解放者・ライトニング	8	4	99	9	
2781	Y'shtola	ヤ・シュトラ	5	2	50	0	
2782	Scion of the Seventh Dawn, Y'shtola	暁の血盟・ヤ・シュトラ	6	2	99	5	
2783	Rain	レイン	4	1	50	0	
2784	Royal Knight, Rain	王国の騎士・レイン	5	1	99	3	
2785	Ultimecia	アルティミシア	5	5	99	2	
2786	Trance Kuja	トランス・クジャ	5	1	99	2	
2787	Braska's Final Aeon	ブラスカの究極召喚	5	2	99	2	
2788	Shadow Lord	闇の王	5	5	99	2	
2789	Gabranth	ガブラス	5	3	99	2	
2790	Orphan, First Form	オーファン・第1形態	5	4	50	0	
2791	Orphan, Second Form	オーファン・第2形態	6	4	99	2	
2792	Cecil's Dark Sword	セシルの暗黒の剣	5	5	1	0	
2793	Bartz's Brave Blade	バッツのブレイブブレイド	5	3	1	0	
2794	Terra's Enhancer	ティナのエンハンスソード	5	1	1	0	
2795	Shantotto's Iridal Staff	シャントットのイリダルスタッフ	5	5	1	0	
2796	Vaan's Zwill Crossblade	ヴァンのゾーリンシェイプ	5	4	1	0	
2797	Lightning's Blazefire Saber	ライトニングのブレイズエッジ	5	4	1	0	
2798	Y'shtola's Thyrus	ヤ・シュトラのタイラス	5	2	1	0	
2804	Shuten-doji	酒呑童子	6	1	99	3	
2805	Demon Leader, Shuten-doji	悪鬼の首領・酒呑童子	7	1	99	7	
2806	War God of Protection, Takeminakata	鎮護の大軍神・タケミナカタ	7	4	99	6	
2807	Colorful Queen, Hera-Beorc	彩王妃・ヘラ・ベオーク	8	3	99	6	
2808	Green Light's Blossom, Kaguya-Hime	翠光の月天花・かぐや姫	8	3	99	5	
2809	Ecstatic Mythical Beast Demon, Aamir	恍惚の幻獣魔・アーミル	7	5	99	5	
2810	Sincere Class Monitor, Athena	誠意の学級委員長・アテナ	8	3	99	9	
2811	Sacred Discipline Committee Chair, Athena	神聖の風紀委員長・アテナ	8	3	99	9	
2812	Beautiful and Intelligent Scholarship Student, Isis	才色兼備の特待生・イシス	7	2	99	8	
2813	Light Music Club's Kirin Princess, Sakuya	軽音部の麒麟姫・サクヤ	8	2	99	9	
2814	Library Room's Manager God, Kali	図書室の管理神・カーリー	8	3	99	9	
2815	Newspaper Club's Reporter, Sarutobi Sasuke	新聞部の特命記者・猿飛佐助	5	2	99	6	
2816	Pet Caretaking's Club, Red Riding Hood	飼育部の元気娘・赤ずきん	4	1	99	6	
2817	Fortune-telling Club President, Snow White	占い部の名物部長・白雪姫	4	2	99	6	
2818	Go-Home Club's Tomboy, Thumbelina	帰宅部のおてんば娘・おやゆび姫	4	3	99	6	
2819	Drama Club's Heroine, Cinderella	演劇部のヒロイン・シンデレラ	4	4	99	6	
2820	Book Club's Literary Princess, Sleeping Beauty	読書部の才媛・ねむり姫	4	5	99	6	
2821	Volleyball Club's Devil, Theurgia	バレー部の悪魔・テウルギア	5	1	99	9	
2822	Newspaper Club's New Member, Waron	新聞部の新人・ウォーロン	3	2	99	2	
2823	Aloof Delinquent, Dark Dragon Swordsman	孤高のヤンキー・闇の龍剣士	3	5	99	2	
2824	Guardian of Metropolis, Superman	メトロポリスの守護者・スーパーマン	7	4	99	7	
2825	Invincible Heroine, Wonder Woman	無敵の戦士・ワンダーウーマン	6	3	99	6	
2826	Knightmare Batman	ナイトメアバットマン	5	5	50	0	
2827	Armored Batman	アーマード・バットマン	6	5	99	5	
2828	Charging Superman Soldier	突撃・スーパーマンの信者	3	5	70	0	
2829	Assault Superman Soldier	銃撃・スーパーマンの信者	3	5	70	0	
2830	Entrepreneur, Lex Luthor	企業家・レックス・ルーサー	5	4	50	0	
2831	Genius Scientist, Lex Luthor	天才科学者・レックス・ルーサー	6	4	99	2	
2832	Artificial Lifeform, Doomsday	人工生命体・ドゥームズデイ	5	5	50	0	
2833	Immortal Enemy, Doomsday	不死身の敵・ドゥームズデイ	6	5	99	2	
2834	Superman's Emblem	スーパーマンのエンブレム	5	4	1	0	
2835	Supergirl's Emblem	スーパーガールのエンブレム	5	4	1	0	
2836	Batman's Emblem	バットマンのエンブレム	5	5	1	0	
2837	Hanuman	ハヌマーン	6	3	99	3	
2838	White Monkey Retainer, Hanuman	忠心の白猿臣・ハヌマーン	7	3	99	7	
2875	Purifying Thunder Dragon, Sedin	浄雷龍・セディン	6	1	99	2	
2876	Abyssal Shark Dragon, Toa	溟鮫龍・トア	6	2	99	2	
2877	Storm Hawk Dragon, Kuarje	嵐鷹龍・クァージェ	6	3	99	2	
2878	Gleaming Rabbit Dragon, Fragrem	煌兎龍・フラグレム	6	4	99	2	
2879	Destroying Thunder Dragon, Dorva	滅雷龍・ドルヴァ	6	5	99	2	
2880	Flamzeal	ファジール	3	1	30	0	
2881	Icezeal	アイジール	3	2	30	0	
2882	Woodzeal	ウィジール	3	3	30	0	
2883	Shynzeal	ライジール	3	4	30	0	
2884	Badzeal	シャジール	3	5	30	0	
2885	Machine Star's Memory, Windsor	機星の記憶・ウィンザー	7	4	1	0	
2886	Machine Star's Right Hand, Aquor	機星の右手・アクオル	7	4	1	0	
2887	Machine Star's Left Hand, Frahje	機星の左手・フラージ	7	4	1	0	
2888	Machine Star's Right Leg, Trigo	機星の右足・トライゴ	7	4	1	0	
2889	Machine Star's Left Leg, Dukdey	機星の左足・ダクディ	7	4	1	0	
2890	Heaven Winged Machine, Seraphis	天翼機・セラフィス	7	4	99	4	
2891	Light Guiding Star Machine, Orpharion	光の星導機・オルファリオン	8	4	99	9	
2892	Enlightened Meditating God, Sandalphon	開眼の瞑想神・サンダルフォン	8	4	99	5	
2893	Soul Binding Princess of Darkness, Hel	魂縛の黒冥姫・ヘル	7	5	99	6	
2894	Loyal Demon Prince, Cauchemar	忠実の魔公子・コシュまる	8	3	99	5	
2895	Infernal Ice Demon, Agni	獄氷魔・アグニ	7	5	99	3	
2896	Infernal Ice Demon's Frozen Horn, Agni	凍角の獄氷魔・アグニ	8	5	99	8	
2899	Fenrir Viz	フェンリル＝ヴィズ	6	4	50	0	
2900	God Destroyer Monstrous Wolf, Fenrir Viz	神討の魔狼・フェンリル＝ヴィズ	7	4	99	7	
2901	Awoken Cao Cao	覚醒曹操	7	1	99	8	
2902	Awoken Sun Quan	覚醒孫権	7	2	99	8	
2903	Awoken Liu Bei	覚醒劉備	7	3	99	8	
2904	Awoken Da Qiao & Xiao Qiao	覚醒大喬＆小喬	7	4	99	8	
2905	Evil Star Flying General, Lu Bu	凶星の飛将神・呂布	8	5	99	9	
2906	black-winged goddess, valkyrie claire	黒翼姫神・ミニばるきりーくれーる	6	5	99	4	
2907	the norn urd	時女神・ミニうるど	5	1	99	3	
2908	the norn verdandi	時女神・ミニべるだんでぃ	5	3	99	3	
2909	the norn skuld	時女神・ミニすくるど	6	2	99	4	
2910	wailing bleak night goddess, pandora	魔哭の冥夜神・ミニぱんどら	5	5	99	4	
2911	awoken isis	覚醒ミニいしす	5	2	99	4	
2912	awoken bastet	覚醒ミニばすてと	5	3	99	3	
2913	awoken amaterasu	覚醒ミニあまてらす	5	4	99	4	
2914	awoken tsukuyomi	覚醒ミニつくよみ	5	5	99	3	
2915	Napoleon	ナポレオン	6	1	99	5	
2916	Emperor Veteran, Napoleon	歴戦の皇帝・ナポレオン	7	1	99	9	
2917	Barbarossa	バルバロッサ	6	2	99	4	
2918	Brute Force of the Redbeard, Barbarossa	蛮力の赤髭・バルバロッサ	7	2	99	8	
2919	Robin Hood	ロビンフッド	6	3	99	4	
2920	Godlike Chivalrous Thief, Robin Hood	神業の義賊・ロビンフッド	7	3	99	8	
2921	Yang Guifei	楊貴妃	6	4	99	4	
2922	Beautiful Favorite Mistress, Yang Guifei	美玉の寵姫・楊貴妃	7	4	99	8	
2923	Oda Nobunaga	織田信長	6	5	99	4	
2924	Rebellious Demon, Oda Nobunaga	反乱の天魔・織田信長	7	5	99	8	
2925	Afterglow Destroyer Dragon, Apocalypse	残光の破壊龍・アポカリプス	7	4	99	8	
2926	Passionate Dragon Caller, Ace	熱き龍喚士・エース	6	1	99	3	
2927	Blazing Deity Falcon Armor, Ace	白光炎隼神のアーマーＸ龍喚士・エース	8	1	99	7	
2928	Awoken Zeus Olympios Armor, Ace	超覚醒ゼウスのアーマーＸ龍喚士・エース	9	4	99	7	
2929	Moonlit Feline Goddess Armor, Ace	月下の愛猫神のアーマーＸ龍喚士・エース	8	3	99	7	
2930	Ouka	オウカ	3	1	25	0	
2931	Lowen	ロウエン	4	1	70	0	
2932	Burning Tail, Goukami	焦尾・ゴウカミ	5	1	99	2	
2933	Mizuha	ミズハ	3	2	25	0	
2934	Mizuarashi	ミズアラシ	4	2	70	0	
2935	Water Blade, Aoyaiba	水刀・アオヤイバ	5	2	99	2	
2936	Enju	エンジュ	3	3	25	0	
2937	Trihayate	トリハヤテ	4	3	70	0	
2938	Wind Wing, Kodachinotsukai	風翼・コダチノツカイ	5	3	99	2	
2942	Sherias Roots	シェリアス＝ルーツ	6	4	50	0	
2943	Destroying Wing Dragon Emperor, Sherias Roots	滅翼の龍帝王・シェリアス＝ルーツ	7	4	99	6	
2944	Balboa	バルボワ	5	3	50	0	
2945	Steel Wand Mechdragon God, Balboa	鋼杖の龍機神・バルボワ	6	3	99	5	
2946	Gleaming Queen, Hera-Sowilo	煌王妃・ヘラ・ソエル	8	4	99	6	
2947	Nocturnal Corpse Wyrm, Dragon Zombie	夜行の屍霊龍・ドラゴンゾンビ	8	5	99	5	
2948	Almighty Awoken Zeus-Dios	超覚醒ゼウス・ディオス	8	3	99	6	
2949	Saintly Bell Bride, Eschamali	聖鐘の花嫁・エスカマリ	8	4	99	9	
2950	Scampering Newlywed, Gadius	疾走する新郎・赤龍契士ガディウス	8	4	99	8	
2951	Innocent Newlywed, Satsuki	無邪気な新婦・月龍喚士サツキ	7	4	99	5	
2952	Lovely Bride, Bastet	可憐な花嫁・バステト	6	4	99	8	
2953	Passionate Sun Deity, Ra	情熱の太陽神・ラー	6	1	99	8	
2954	Deeply in Love Newlywed, Akechi Mitsuhide	深愛の新郎・明智光秀	5	4	99	4	
2955	Saintly Ocean Newlywed, Ruka	聖洋の新婦・ルカ	5	2	99	9	
2956	White Kimono Bride, Kano	白無垢の花嫁・カノ	5	3	99	9	
2957	Dawn Bride, Izanami	有明の花嫁・イザナミ	4	4	99	9	
2958	Pure and Innocent Bride, Sopdet	純真な花嫁・ソティス	4	4	99	9	
2959	Crimson Lotus Bride, Echidna	紅蓮華の花嫁・エキドナ	4	1	99	4	
2960	Miracle Heroine, Cinderella	奇跡のヒロイン・シンデレラ	4	4	99	6	
2961	Covenant Witch, Lilith	誓約の魔女・リリス	4	5	99	4	
2962	White Roses Bride, Hera-Beorc	白薔薇の花嫁・ヘラ・ベオーク	6	3	99	3	
2963	Church's Minister, Aegir	教会の神父・エーギル	5	2	99	3	
2964	Ceremony Photographer, Yellow Gadget	式典カメラマン・イエローガジェット	3	4	99	2	
2965	Bringer of Happiness, Cuaton	幸福の運び手・クアトン	3	4	99	2	
2966	Shy Waiter, Dark Shibamaru	寡黙なウェイター・ヤミシバマル	3	5	99	2	
2967	Dragonbound, Myr	龍契士・ミル	6	4	99	3	
2968	Illusionless Time Dragonbound, Myr	無幻の時龍契士・ミル	7	4	99	9	
2969	Star Cutting Time Dragonbound, Myr	星刻の時龍契士・ミル	8	4	99	9	
2970	Scarlet Sky Flame Dragon Caller, Tsubaki	緋空の焔龍喚士・ツバキ	7	1	99	9	
2971	Indigo Ocean Water Dragon Caller, Sumire	藍海の水龍喚士・スミレ	7	2	99	9	
2972	Green Earth Wind Dragon Caller, Kaede	碧地の風龍喚士・カエデ	8	3	99	9	
2978	Dragon Caller, Ace	龍喚士・エース	5	1	50	0	
2979	Awoken Indra	覚醒インドラ	7	4	99	8	
2980	Awoken Vritra	覚醒ヴリトラ	7	5	99	8	
2981	Awoken Ame no Uzume	覚醒アメノウズメ	7	1	99	8	
2982	Awoken Umisachi&Yamasachi	覚醒ウミサチヤマサチ	7	2	99	9	
2983	Awoken Kushinadahime	覚醒クシナダヒメ	7	3	99	8	
2984	Awoken Izanagi	覚醒イザナギ	7	4	99	8	
2985	Awoken Okuninushi	覚醒オオクニヌシ	7	5	99	8	
2986	Star Justice	スタージャスティス	6	3	99	3	
2987	Iron Machine King, Star Justice	鉄機王・スタージャスティス	7	3	99	6	
2988	Another Justice	アナザージャスティス	7	2	99	3	
2989	Iron Machine Emperor, Another Justice	鉄機帝・アナザージャスティス	8	2	99	7	
2990	Great Duke of Hell, Dantalion	魔公爵・ダンタリオン	6	1	50	0	
2991	Confusing Face Great Duke of Hell, Dantalion	狂面の魔公爵・ダンタリオン	7	1	99	8	
2992	Princess of Hell, Sitri	魔君主・シトリー	5	2	50	0	
2993	Desiring Princess of Hell, Sitri	愛楽の魔君主・シトリー	6	2	99	6	
2994	Great Earl of Hell, Ronove	魔伯爵・ロノウェ	5	3	50	0	
2995	Bursting Great Earl of Hell, Ronove	爆叫の魔伯爵・ロノウェ	6	3	99	5	
2996	Sacred King of Hell, Paimon	聖魔王・パイモン	6	4	50	0	
2997	Crowned Sacred King of Hell, Paimon	宝冠の聖魔王・パイモン	7	4	99	8	
2998	Evil Duchess, Gremory	魔神爵・グレモリー	6	5	50	0	
2999	Hell Eye's Evil Duchess, Gremory	冥瞳の魔神爵・グレモリー	7	5	99	9	
3000	Scarlet Sky Ruler, Yamato Takeru Dragon	緋空司・ヤマトタケル＝ドラゴン	6	1	99	2	
3001	Indigo Ocean Ruler, Wadatsumi Dragon	藍海司・ワダツミ＝ドラゴン	6	2	99	2	
3002	Green Earth Ruler, Yamatsumi Dragon	碧地司・ヤマツミ＝ドラゴン	6	3	99	2	
3005	Adventure Lover, Van Crow	冒険野郎ヴァン・クロウ	5	4	50	0	
3006	Strong Arm Adventure Lover, Van Crow	鉄腕の冒険野郎ヴァン・クロウ	6	4	99	5	
3007	Flash Adventure Lover, Van Crow	閃光の冒険野郎ヴァン・クロウ	7	4	99	8	
3008	Giselle Alstar	ジゼル・アルスター	4	4	50	0	
3009	Giselle and Giant Dokuro	ジゼルと巨大ドクロウくん	5	4	99	2	
3010	Adventure Lover, Van Crow Card	冒険野郎ヴァン・クロウ カード	4	4	1	0	
3011	Achtros	アハトロス	6	2	99	8	
3012	Deighk	ディエイク	6	4	99	8	
3013	Stone Scales Dragon Emperor, Deightros	岩鱗の海龍帝・ディエイトロス	7	4	99	8	
3014	Liberty Geist	リバティーガイスト	6	1	99	3	
3015	War Machine King, Liberty Geist	闘機王・リバティーガイスト	7	1	99	6	
3016	Another Geist	アナザーガイスト	7	5	99	3	
3017	War Machine Emperor, Another Geist	闘機帝・アナザーガイスト	8	5	99	7	
3018	Himura Kenshin	緋村剣心	6	1	99	6	
3019	Rurouni, Himura Kenshin	流浪人・緋村剣心	7	1	99	9	
3020	Kamiya Kaoru	神谷薫	4	2	50	0	
3021	Kamiya Kasshin-ryu Instructor, Kamiya Kaoru	神谷活心流師範代・神谷薫	5	2	99	9	
3022	Myojin Yahiko	明神弥彦	4	4	50	0	
3023	Kamiya Kasshin-ryu Student, Myojin Yahiko	神谷活心流門下生・明神弥彦	5	4	99	4	
3024	Sagara Sanosuke	相楽左之助	5	3	50	0	
3025	Fight Merchant, Sagara Sanosuke	喧嘩屋・相楽左之助	6	3	99	5	
3026	Takani Megumi	高荷恵	4	3	50	0	
3027	Doctor Takani Megumi	薬師・高荷恵	5	3	99	4	
3028	Shinomori Aoshi	四乃森蒼紫	5	2	50	0	
3029	Onmitsu Oniwabanshu Okashira, Shinomori Aoshi	隠密御庭番衆御頭・四乃森蒼紫	6	2	99	5	
3030	Makimachi Misao	巻町操	4	1	50	0	
3031	Oniwabanshu Kunoichi, Makimachi Misao	御庭番衆くノ一・巻町操	5	1	99	4	
3032	Saito Hajime	斎藤一	6	5	99	6	
3033	3rd Shinsengumi Unit Capt., Saito Hajime	新撰組三番隊組長・斎藤一	7	5	99	9	
3034	Seta Sojiro	瀬田宗次郎	5	4	50	0	
3035	Juppongatana Heaven's Sword, Seta Sojiro	十本刀”天剣”・瀬田宗次郎	6	4	99	5	
3036	Honjo Kamatari	本条鎌足	4	3	50	0	
3037	Juppongatana The Scythe, Honjo Kamatari	十本刀”大鎌”・本条鎌足	5	3	99	4	
3038	Shishio Makoto	志々雄真実	5	1	50	0	
3039	Demon Who Commands Flames, Shishio Makoto	炎を統べる悪鬼・志々雄真実	6	1	99	3	
3040	Sadojima Hoji	佐渡島方治	4	3	50	0	
3041	Juppongatana All Knowing, Sadojima Hoji	十本刀”百識”・佐渡島方治	5	3	99	2	
3042	Uonuma Usui	魚沼宇水	4	2	50	0	
3043	Juppongatana Blind Sword, Uonuma Usui	十本刀”盲剣”・魚沼宇水	5	2	99	2	
3044	Yukyuzan Anji	悠久山安慈	4	5	50	0	
3045	Juppongatana Myo-o, Yukyuzan Anji	十本刀”明王”・悠久山安慈	5	5	99	2	
3046	Sawagejo Cho	沢下条張	4	5	50	0	
3047	Juppongatana Sword Hunter, Sawagejo Cho	十本刀”刀狩”・沢下条張	5	5	99	2	
3048	Sakabato Shinuchi	逆刃刀・真打	4	1	1	0	
3049	Secret Art of Destruction	口伝・破壊の極意	4	3	1	0	
3050	Oniwaban-Style Kodachi Nito-ryu	御庭番式 二刀小太刀	4	2	1	0	
3051	Unnamed Sword	無銘業物	4	5	1	0	
3052	Kikuichimonji, Norimune	菊一文字則宗	4	4	1	0	
3053	Sphere Protected Mechanical Star God, Antares	灼球の星機神・アンタレス	7	1	99	7	
3054	Scythe Wielding Mechanical Star God, Antares	灼鎌の星機神・アンタレス	7	1	99	9	
3055	Clear River Mechanical Star God, Alrescha	爽河の星機神・アルレシャ	7	2	99	7	
3056	Ghost River Mechanical Star God, Alrescha	霊河の星機神・アルレシャ	7	2	99	9	
3057	Spirit Tree Mechanical Star God, Spica	幽樹の星機神・スピカ	7	3	99	7	
3058	Life Tree Mechanical Star God, Spica	命樹の星機神・スピカ	7	3	99	9	
3059	Musical Heaven Mechanical Star God, Pollux	奏空の星機神・ポルックス	7	4	99	7	
3060	Musical Hell Mechanical Star God, Pollux	奏冥の星機神・ポルックス	7	4	99	9	
3061	Destruction Cannon Mechanical Star God, Castor	滅砲の星機神・カストル	7	5	99	7	
3062	Destruction Blade Mechanical Star God, Castor	滅刃の星機神・カストル	7	5	99	9	
3063	Extant Red Dragon Caller, Sonia TAMADRA	現世の赤龍喚士・ソニアたまドラ	6	1	99	2	
3064	Endless Blue Dragon Caller, Sonia TAMADRA	永劫の青龍喚士・ソニアたまドラ	7	2	99	2	
3065	Eternal Jade Dragon Caller, Sonia TAMADRA	悠久の緑龍喚士・ソニアたまドラ	7	3	99	2	
3068	Divine General of the Radiant Heaven, Krishna	灼天の勇将神・クリシュナ	8	1	99	9	
3069	Heavenly Virtuous Goddess, Sarasvati	聖徳の麗女神・サラスヴァティ	8	2	99	9	
3070	Divine Creator of Equilibrium, Vishnu	均衡の創界神・ヴィシュヌ	8	3	99	9	
3071	Scholarly God of Wealth Building, Ganesha	財成の学問神・ガネーシャ	8	4	99	9	
3072	Smiting Hand Slayer Goddess, Durga	殲掌の討女神・ドゥルガー	8	5	99	9	
3073	Machine Athena	マシンアテナ	7	3	99	3	
3074	Awoken Machine Athena	覚醒マシンアテナ	8	3	99	9	
3075	The Successor of Nanto Suicho Ken, Rei	南斗水鳥拳伝承者・レイ	6	2	99	3	
3076	The Man who aimed to be the Ken-oh, Toki	拳王をめざした男・トキ	7	2	99	9	
3077	Huey	ヒューイ	4	3	50	0	
3078	Nanto Goshasei, Huey of the Wind	南斗五車星・風のヒューイ	5	3	99	5	
3079	Shuren	シュレン	4	1	50	0	
3080	Nanto Goshasei, Shuren of the Flames	南斗五車星・炎のシュレン	5	1	99	5	
3081	Rin	リン	5	4	50	0	
3082	The Girl who yearns for Ken, Rin	ケンを慕う少女・リン	6	4	99	4	
3083	Disaster Phantom Dragon, Anima	凶災の幻影龍・アニマ	7	1	99	4	
3084	Calamity Immortal Dragon, Cursed Wyrm	禍乱の不死龍・カースドラゴン	7	5	99	4	
3085	Destruction Army, Dragon Shogun	破軍・ドラゴン・ショウグン	6	5	99	3	
3086	Dragon Caller, Ana	龍喚士・アナ	5	4	50	0	
3087	Lovely Dragon Caller, Ana	可憐な龍喚士・アナ	6	4	99	3	
3088	Divine Law Goddess Armor, Ana	神命姫神のアーマーＸ龍喚士・アナ	9	4	99	7	
3089	Holy Ceres Armor, Ana	ホーリーセレスのアーマーＸ龍喚士・アナ	8	3	99	7	
3090	Chaotic Black Dragonbound Armor, Ana	滅法の黒龍契士のアーマーＸ龍喚士・アナ	9	5	99	9	
3091	Great Scorching Heat, Kurenai Goukami	大灼熱・クレナイゴウカミ	6	1	99	3	
3092	Iceberg Sword, Shiraha	剣氷山・シラハ	6	2	99	3	
3093	Green Whirlwind, Adekazakiri	碧辻風・アデカザキリ	6	3	99	3	
3095	Tamazo X Awoken Odin	タマゾーＸ覚醒オーディン	6	3	99	9	
3096	blue dragonbound, ryune	青龍契士・ミニりゅーね	7	2	99	6	
3097	green dragonbound, sylvie	緑龍契士・ミニしるびぃ	7	3	99	6	
3098	orange dragonbound, saria	橙龍契士・ミニさりあ	6	4	99	5	
3099	goddess of secrets, kali	秘女神・ミニかーりー	6	4	99	3	
3100	dragon caller, sonia gran reverse	龍喚士・ミニそにあ＝ぐらん＝りばーす	5	5	99	4	
3101	Patriot Warrior, Sanada Yukimura	烈士の勇猛神・真田幸村	7	1	99	8	
3102	Dreadful Warrior, Sanada Yukimura	鬼気の勇猛神・真田幸村	7	1	99	7	
3103	Contemplative Strategist, Mori Motonari	観想の智謀神・毛利元就	7	2	99	7	
3104	Resolute Strategist, Mori Motonari	果断の智謀神・毛利元就	7	2	99	5	
3105	Humanistic Spy, Ishida Mitsunari	情義の諜報神・石田三成	7	3	99	7	
3106	Tyrannical Spy, Ishida Mitsunari	圧制の諜報神・石田三成	7	3	99	5	
3107	Radiant Dandy, Maeda Keiji	燦爛の傾奇神・前田慶次	7	4	99	7	
3108	Imposing Dandy, Maeda Keiji	豪壮の傾奇神・前田慶次	7	4	99	5	
3109	Meticulous Rebel, Akechi Mitsuhide	周到の謀略神・明智光秀	7	5	99	7	
3110	Melancholic Rebel, Akechi Mitsuhide	憂愁の謀略神・明智光秀	7	5	99	6	
3111	Guardian of Paradise, Metatron	楽園の守護者・メタトロン	8	2	99	8	
3112	Sniper at Rest, Myr	休息の狙撃手・時龍契士ミル	8	2	99	9	
3113	Beach Star Goddess, Eschamali	渚の星女神・エスカマリ	8	2	99	9	
3114	Genbu Princess of Paradise, Meimei	楽園の玄武姫・メイメイ	6	2	99	9	
3115	Goddess of Beach Volley, Lakshmi	ビーチバレーの女神・ラクシュミー	6	2	99	8	
3116	Amusement Dancer, Fuu	遊楽の舞姫・フウ	5	4	99	9	
3117	Swimming Feline, Kurone	遊泳の猫又・クロネ	5	5	99	9	
3118	Unprecedented Surfer, Ishikawa Goemon	破天荒の波乗り・石川五右衛門	4	1	99	4	
3119	Cool Evening Sorceress, Armadel	夕涼の魔導姫・アルマデル	4	3	99	9	
3120	Resting Wings Dragon Caller, Navi	休翼の龍喚士・ナヴィ	4	2	99	9	
3121	Beach Lifeguard, Aqua Chaser	海の監視員・アクアチェイサー	3	2	99	2	
3122	Ice Cream Master, Cockatrice	氷菓の巨匠・コカトリス	3	2	99	2	
3123	Marine Diver, Blue Gadget	マリンダイバー・ブルーガジェット	3	2	99	2	
3151	Genbu Princess of Leisure, Meimei	優遊の玄武姫・メイメイ	6	3	99	9	
3152	Kuramitsuha	クラミツハ	6	5	99	3	
3153	Azure Spring Dragon Goddess, Kuramitsuha	蒼水の泉龍神・クラミツハ	7	5	99	7	
3154	Cosmo Crusader	コスモクルセイダー	6	4	99	3	
3155	Flash Machine King, Cosmo Crusader	閃機王・コスモクルセイダー	7	4	99	7	
3156	Another Crusader	アナザークルセイダー	7	3	99	3	
3157	Flash Machine Emperor, Another Crusader	閃機帝・アナザークルセイダー	8	3	99	7	
3158	Khepri	ケプリ	6	2	99	3	
3159	Blue Sky Goddess of Dawn, Khepri	暁天の蒼空神・ケプリ	7	2	99	7	
3162	Tamazo X Awoken Phantom God, Odin	タマゾーＸ覚醒幻神・オーディン	6	1	99	9	
3163	Tamazo X Awoken Deity Odin	タマゾーＸ覚醒秘神・オーディン	6	2	99	9	
3164	Tamazo X Batman	タマゾーＸバットマン	4	5	99	9	
3193	Guardian of the Imperial Capital, Athena	帝都の守護神・アテナ	10	5	99	8	
3197	Trailokyavijaya	降三世明王	5	1	50	0	
3198	Goddess of Demon Conquest, Trailokyavijaya	降魔の神・降三世明王	6	1	99	6	
3199	Kundali	軍荼利明王	5	2	50	0	
3200	God of Good Health, Kundali	息災の神・軍荼利明王	6	2	99	6	
3201	Acala	不動明王	5	3	50	0	
3202	Goddess of Great Compassion, Acala	慈悲の神・不動明王	6	3	99	6	
3203	Vajrayaksa	金剛夜叉明王	5	4	50	0	
3204	God of Divine Insight, Vajrayaksa	智慧の神・金剛夜叉明王	6	4	99	6	
3205	Vajrabhairava	大威徳明王	5	5	50	0	
3206	God of Awe and Fear, Vajrabhairava	畏怖の神・大威徳明王	6	5	99	6	
3207	Fire Guardian Dragon, Touen	火の護神龍・トーエン	5	1	99	2	
3208	Water Guardian Dragon, Naro	水の護神龍・ナロ	5	2	99	2	
3209	Wood Guardian Dragon, Ouju	木の護神龍・オウジュ	5	3	99	2	
3210	Light Guardian Dragon, Hokurai	光の護神龍・ホクライ	5	4	99	2	
3211	Dark Guardian Dragon, Scion	闇の護神龍・サイオン	5	5	99	2	
3212	Fire Imp	火の小鬼	3	1	30	0	
3213	Water Imp	水の小鬼	3	2	30	0	
3214	Wind Imp	風の小鬼	3	3	30	0	
3215	Thunder Imp	雷の小鬼	3	4	30	0	
3216	Dark Imp	闇の小鬼	3	5	30	0	
3220	Mion	ミオン	6	2	99	3	
3221	Draconic Songstress of Blue Echoes, Mion	蒼響の龍楽士・ミオン	7	2	99	7	
3222	Crimson Orchid Black Witch, Xiang Mei	紅蘭の黒魔女・シャンメイ	8	5	99	8	
3223	Old Castle Freeloader, Sonia Gran	古城の居候・龍喚士ソニア＝グラン	8	4	99	6	
3224	Dancing Seiryuu Princess, Karin	演舞の青龍姫・カリン	6	2	99	9	
3225	Masquerade Devil, Rozuel	仮装祭の小悪魔・ロズエル	6	5	99	7	
3226	Tea House Girl, Chiyome	御茶屋の看板娘・望月千代女	5	5	99	6	
