MonsterID	MaxLevel	MaxHP	MaxATK	MaxRCV	GrowthRateHP	GrowthRateATK	GrowthRateRcv	CurSell	CurFodder	MinHP	MinATK	MinRCV
2736	99	2658	1505	390	0.7	0.7	0.7	7350	7050	585	297	78	
2130	99	4540	1654	185	1	1	1	6600	6300	1816	716	56	
3122	99	1104	650	378	1	1	1	2550	2250	184	197	126	
1664	99	2990	1417	308	1	1	1	4950	4650	1196	843	138	
399	99	588	1443	506	0.7	0.7	0.7	3750	3450	235	481	337	
2284	99	1733	1351	-100	1	1	1	2700	2400	385	386	0	
47	30	315	139	175	0.7	0.7	0.7	1350	1050	144	54	75	
3381	99	1386	842	186	1	1	1	3000	2700	231	255	62	
1827	99	3620	1613	0	1	1	1	5700	5400	1448	896	0	
1734	99	3145	1444	409	1	1	1	6600	6300	1258	691	227	
2982	99	3355	1551	551	1	1	1	6600	6300	1022	695	306	
1539	25	1017	252	132	1	1	1	1950	1650	226	56	63	
1132	99	2112	2016	244	1	1	1	8700	8400	316	443	122	
1825	99	2279	915	108	1	1	1	2400	2100	422	311	83	
2757	99	3328	2106	325	1.5	1.5	1.5	13500	13200	1228	1506	105	
1122	50	900	811	291	1	1	1	3150	2850	375	477	171	
3215	30	500	273	8	1	1	1	1500	1200	238	130	4	
424	50	713	291	290	0.7	0.7	0.7	2400	2100	216	97	138	
2257	99	4000	1100	900	1.5	1.5	1.5	16500	16200	1401	481	334	
1779	25	1538	619	2	1	1	1	1650	1350	641	364	1	
2504	99	3895	1363	513	1	1	1	9000	8700	1038	842	282	
109	70	1307	916	233	1	1	1	2250	1950	550	365	90	
314	50	1938	856	8	1	1	1	2550	2250	492	266	5	
3082	99	2198	805	598	1	1	1	4200	3900	879	322	239	
1223	99	2065	1540	494	1	1	1	10350	10050	866	1022	308	
1152	50	1364	536	69	1	1	1	2400	2100	303	119	33	
2045	50	1262	915	185	1	1	1	2400	2100	526	538	109	
952	25	612	414	143	1	1	1	1500	1200	136	92	68	
3213	30	506	231	34	1	1	1	1500	1200	241	110	16	
3059	99	3023	1785	263	1	1	1	6600	6300	1129	674	97	
2694	50	1438	900	0	1	1	1	3450	3150	599	375	0	
2631	1	100	100	100	1	1	1	1050	40000	100	100	100	
207	70	1035	557	480	1	0.7	0.7	2100	1800	230	105	160	
2310	25	706	341	62	1	1	1	1650	1350	294	142	26	
2777	99	4095	1670	28	1	1	1	4500	4200	1438	668	11	
3197	50	2021	643	5	1	1	1	4050	3750	842	268	2	
1238	99	2415	1221	641	1	1	1	4950	4650	1006	706	356	
3400	99	2363	1293	465	1	1	1	3300	3000	945	517	186	
613	25	880	323	183	1	1	1	1500	1200	275	101	87	
2660	99	3728	1374	576	1	1	1	8250	7950	1211	689	248	
2717	99	6000	1500	150	1.5	1.5	1.5	16650	16350	321	72	11	
2722	99	3565	1655	173	1	1	1	7200	6900	1426	662	69	
2453	99	2505	1429	353	1.5	1.5	1.5	4050	3750	1002	794	196	
145	99	3050	1356	164	1.5	1.5	1.5	4950	4650	503	325	54	
228	99	4500	1200	200	1.5	1.5	1.5	8550	8250	1000	500	50	
1179	70	1253	615	515	1	1	1	2550	2250	501	246	286	
2030	99	2323	1759	488	1	1	1	4650	4350	1129	1033	110	
3564	1	10	250	10	1	1	1	1050	40000	10	250	10	
1057	1	108	108	108	1	1	1	16800	40000	108	108	108	
1328	1	100	100	300	1	1	1	1500	60000	100	100	300	
1311	70	1505	1073	191	1	1	1	2400	2100	602	429	91	
2971	99	4803	1305	121	0.7	0.7	0.7	6750	6450	1721	502	29	
2721	50	1658	756	77	1	1	1	5550	5250	691	315	32	
2019	99	4833	1563	-200	1	1	1	6450	6150	3000	1101	0	
655	99	3563	1510	284	1.5	1.5	1.5	6600	6300	1125	900	189	
554	50	115	1197	176	0.7	0.7	0.7	1800	2000	50	570	117	
2754	99	3804	1301	301	1	1	1	13350	13050	1254	801	101	
1920	99	3095	1156	264	1	1	1	3450	3150	798	429	115	
2290	99	2558	1689	656	1	1	1	8250	7950	1593	996	438	
499	99	2948	1100	588	1	1	1	4950	4650	1179	733	392	
2277	99	4128	1453	0	1	1	1	13350	13050	635	415	0	
429	1	400	300	300	1	1	1	100	1000000	400	300	300	
1704	50	1106	836	311	1	1	1	2850	2550	461	492	183	
3532	99	3595	1563	423	1	1	1	7350	7050	1038	842	282	
1359	50	1850	957	129	1	1	1	5550	5250	771	563	76	
3638	99	4080	2027	453	1.5	1.5	1.5	24000	23700	893	365	84	
2309	70	675	508	530	1	1	1	2550	2250	270	203	212	
665	70	1542	893	281	1	1	1	2400	2100	571	357	187	
570	99	1974	1498	164	1	1	1	4950	4650	739	932	91	
335	99	2477	1413	355	1.5	1.5	1.5	4200	3900	756	426	121	
3270	99	3370	2555	455	1.5	1.5	1.5	7500	7200	1236	1080	198	
3265	99	5605	1880	340	1.5	1.5	1.5	24300	24000	1882	603	74	
1081	50	1078	649	267	1	1	1	3900	3600	449	382	157	
2825	99	2993	1760	103	1	1	1	5700	5400	1077	950	57	
904	25	810	446	11	1	1	1	1650	1350	180	99	5	
978	99	3053	1573	191	1	1	1	7200	6900	1421	749	73	
2150	99	4005	1703	46	1.5	1.5	1.5	8700	8400	1602	661	29	
3242	99	5410	1962	200	1.5	1.5	1.5	8250	7950	2449	718	50	
1762	99	2403	1029	327	1	1	1	2850	2550	534	294	99	
111	70	1725	999	319	1.5	1.5	1.5	2400	2100	610	343	113	
1587	50	1512	1188	151	1.5	1.5	1.5	7200	6900	630	699	89	
508	25	784	365	158	1	1	1	1500	1200	245	114	75	
2009	99	3375	1424	570	1	1	1	6600	6300	1202	749	380	
605	70	1762	382	504	1	1	1	3150	2850	979	212	360	
2505	99	2800	1680	604	1	1	1	7350	7050	1000	720	376	
31	25	556	283	108	1	1	1	1500	1200	204	115	50	
815	25	909	482	160	1	1	1	1500	1200	202	107	76	
240	50	1632	1004	328	1.5	1.5	1.5	2800	2500	777	478	156	
2646	99	1789	1518	82	1	1	1	4050	3750	852	723	39	
1070	99	3145	1244	409	1	1	1	4950	4650	1258	691	227	
3058	99	3020	1735	303	1	1	1	6600	6300	1208	594	121	
3380	99	1266	584	375	1	1	1	3000	2700	211	177	125	
1748	99	2471	2160	396	1.5	1.5	1.5	5850	5550	1140	777	158	
1471	50	1685	869	114	1	1	1	7050	6750	702	511	67	
2135	50	1004	734	187	1	1	1	2400	2100	223	163	89	
1688	99	2693	1760	103	1	1	1	4050	3750	1077	950	57	
813	50	2162	852	27	1	1	1	7200	6900	901	501	16	
2529	99	3313	1475	75	1	1	1	4050	3750	1325	590	30	
3278	99	3085	1909	292	1	1	1	10200	9900	1469	909	139	
1170	99	3362	1073	551	1	1	1	7200	6900	1245	511	157	
911	50	2290	770	73	1	1	1	5550	5250	954	350	29	
509	70	1906	823	213	1	1	1	2400	2100	706	329	142	
285	99	4126	1552	119	1	1	1	8700	8400	1528	739	34	
2756	99	2812	1903	1001	1.5	1.5	1.5	16500	16200	1002	812	621	
2780	99	3475	1790	598	1	1	1	6300	6000	1002	650	199	
3049	1	250	10	10	1	1	1	1050	40000	250	10	10	
2589	25	840	680	7	1	1	1	1650	1350	350	400	4	
372	50	1217	900	378	1.5	1.5	1.5	4050	3750	507	450	180	
774	99	1637	1904	250	1.5	1.5	1.5	10350	10050	321	440	125	
739	99	2129	1099	221	1	1	1	8700	8400	473	314	67	
148	1	1056	321	83	1	1	1	20000	1500	1056	321	83	
1278	50	1510	814	211	1	1	1	2850	2550	629	479	124	
737	99	2120	1106	218	1	1	1	8700	8400	471	316	66	
2092	99	3720	1814	40	0.7	0.7	0.7	13350	13050	1488	1008	0	
1167	99	3375	1071	548	1	1	1	7200	6900	1250	510	156	
1164	50	1215	549	286	1	1	1	2550	2250	270	122	136	
1665	50	1380	729	320	1	1	1	3300	3000	575	429	188	
477	99	998	1378	278	1	1	1	2700	2400	468	985	149	
1172	30	554	349	256	1	1	1	1500	1200	213	218	160	
1083	50	1063	638	279	1	1	1	3900	3600	443	375	164	
14	15	460	221	55	1	1	1	1000	700	110	59	14	
3351	99	2615	1063	273	1	1	1	4950	4650	649	289	69	
3212	30	494	296	4	1	1	1	1500	1200	235	141	2	
1151	99	2800	1348	300	1	1	1	4050	3750	871	499	180	
1823	50	1025	852	439	1	1	1	6300	6000	427	501	258	
2322	99	5090	1000	282	1.5	1.5	1.5	5850	5550	1320	793	150	
514	99	2887	1336	348	1	1.5	1.5	5700	5400	1613	1204	255	
12	99	2228	1031	286	1	1	1	2550	2250	812	418	126	
1309	70	1098	943	393	1	1	1	2400	2100	439	377	187	
1553	99	2078	1706	554	1	1	1	7350	7050	971	754	369	
688	50	1166	746	90	0.7	0.7	0.7	1800	1500	402	287	41	
1063	25	297	621	95	0.7	0.7	0.7	1350	1050	66	138	45	
1851	70	2170	1255	21	1	1	1	2700	2400	868	502	10	
51	30	308	135	180	0.7	0.7	0.7	1350	1050	140	50	78	
55	30	293	146	170	0.7	0.7	0.7	1350	1050	138	57	72	
53	30	300	131	190	0.7	0.7	0.7	1350	1050	136	48	81	
384	50	716	521	53	1	1	1	2250	1950	179	168	25	
3120	99	3385	1535	124	1	1	1	3900	3600	1612	731	59	
2718	99	5500	1700	180	1.5	1.5	1.5	16650	16350	280	81	16	
2724	1	100	100	100	1	1	1	1650	1350	100	100	100	
403	99	635	1539	465	0.7	0.7	0.7	3750	3450	194	513	310	
1087	1	500	400	300	1	1	1	1350	40000	500	400	300	
435	10	400	300	300	1	1	1	1350	800	40	30	30	
1271	99	2508	1289	656	1	1	1	6600	6300	1593	996	438	
1119	99	2645	1207	615	1	1	1	10350	10050	1098	738	410	
2394	99	3635	1815	260	1.5	1.5	1.5	7350	7050	974	810	340	
61	30	623	506	25	1	1	1	1350	1050	260	133	9	
2196	30	702	734	40	0.7	0.7	0.7	1800	1500	270	459	25	
2815	99	2397	1886	216	1	1	1	4800	4500	799	576	104	
1764	99	2399	1015	337	1	1	1	2850	2550	533	290	102	
1079	50	1109	631	267	1	1	1	3900	3600	462	371	157	
1312	25	491	576	116	1	1	1	1500	1200	109	128	55	
7	35	998	477	128	1	1	1	1800	1500	414	189	54	
27	15	300	139	50	1	1	1	700	400	40	37	10	
3099	99	2582	1240	502	1.5	1.5	1.5	5700	5400	576	494	219	
3	35	971	508	111	1	1	1	1800	1500	392	208	45	
1280	50	1402	622	309	1	1	1	2400	2100	584	366	182	
1348	99	3018	1442	527	1.5	1.5	1.5	6600	6300	987	841	318	
2640	50	1502	893	94	1	1	1	5550	5250	626	372	39	
1848	99	2651	1523	614	1.5	1.5	1.5	16200	15900	589	435	186	
57	30	600	525	35	1	1	1	1350	1050	248	140	15	
3010	1	108	108	108	1	1	1	1050	40000	108	108	108	
383	99	1941	1642	96	1	1	1	3600	3300	544	514	64	
37	30	480	323	50	0.7	0.7	0.7	1050	750	156	95	27	
1300	99	5045	1269	54	1	1	1	6600	6300	2018	566	2	
696	99	1705	1713	401	1	1	1	3300	3000	522	685	191	
174	1	40	200	1	1	1	1	10000	8000	40	200	1	
2067	1	1000	1	1	1	1	1	1500	800000	1000	1	1	
3274	99	4685	2305	164	1	1	1	11850	11550	1945	1145	25	
1107	50	2306	1513	58	1	1	1	5700	5400	1098	1164	29	
998	99	3455	1080	596	1	1	1	6600	6300	1182	720	397	
638	50	1214	838	410	1	1	1	4800	4500	506	419	195	
563	50	579	627	355	1	1	1	2850	2550	193	196	169	
644	50	1486	1492	0	1	1	1	7200	6900	411	746	0	
1175	30	562	354	250	1	1	1	1500	1200	216	221	156	
2568	99	3018	2251	0	1	1	1	10350	10050	1225	1267	0	
2790	50	1637	674	118	1	1	1	2850	2550	682	281	49	
1116	99	3043	1406	473	1.5	1.5	1.5	6600	6300	1306	904	295	
2628	99	2445	1960	43	1	1	1	3900	3600	978	784	17	
385	99	2206	1507	72	1	1	1	3600	3300	573	469	48	
1072	99	3028	1240	446	1	1	1	4950	4650	1211	689	248	
3023	99	2698	1863	23	1.5	1.5	1.5	4050	3750	1079	745	9	
2739	99	3134	1373	419	1	1	1	6450	6150	1167	637	195	
2433	99	2213	1011	336	0.7	0.7	0.7	3750	3450	1054	532	140	
2716	99	4400	2200	200	1.5	1.5	1.5	16650	16350	210	102	21	
1252	99	3830	1303	357	1	1	1	10350	10050	1636	707	176	
2920	99	3198	1453	388	1	1	1	5100	4800	1298	393	108	
138	50	1463	788	283	1.5	1.5	1.5	2300	2000	317	226	64	
2818	99	1415	1613	504	1	1	1	3300	3000	526	896	271	
3518	99	3217	2506	134	1	1	1	11850	11550	1609	1053	67	
827	25	1085	414	6	1	1	1	1800	1500	241	92	3	
69	50	838	444	100	0.7	0.7	0.7	1650	1350	264	162	36	
1315	50	1215	603	23	1	1	1	2550	2250	270	134	11	
764	25	927	383	109	1	1	1	1500	1200	206	85	52	
1524	50	1462	762	38	1	1	1	7200	6900	457	238	18	
1209	99	3007	1261	388	1	1	1	6600	6300	1613	1204	255	
1182	25	631	270	318	1	1	1	1500	1200	263	90	187	
647	99	6666	1111	-9999	1	1	1	10350	10050	1336	710	-9999	
2745	99	4013	1646	386	1	1	1	12000	11700	1525	859	159	
2052	99	3902	1550	0	1	1	1	2850	2550	955	500	0	
255	1	100	20	5	1	1	1	15000	20000	100	20	5	
3369	1	100	100	100	1	1	1	1050	40000	100	100	100	
1260	99	2500	1680	444	1	1	1	7350	7050	1000	720	376	
94	25	275	175	283	0.7	0.7	0.7	1100	800	22	28	34	
2060	1	100	500	60	1	1	1	50000	40000	100	500	60	
1775	25	1546	617	2	1	1	1	1650	1350	644	363	1	
3390	99	4349	1903	278	1	1	1	9600	9300	1886	887	259	
1842	99	3040	1528	300	1.5	1.5	1.5	13350	13050	764	598	135	
422	99	2144	981	607	0.7	0.7	0.7	3450	3150	589	227	289	
759	99	2501	980	478	1	1	1	5700	5400	649	324	324	
949	70	505	1510	170	1	1	1	2400	2100	202	604	81	
1956	99	3243	1656	473	1.5	1.5	1.5	6600	6300	1306	904	295	
1195	99	1389	1898	480	1	1	1	5400	5100	463	564	320	
1654	99	2655	1418	225	1	1	1	3750	3450	1062	788	125	
2546	99	2394	546	42	1	1	1	1950	1650	1140	260	20	
3271	99	5550	1960	160	1.5	1.5	1.5	8250	7950	2260	830	46	
1364	99	3002	1556	312	1	1	1	5700	5400	1112	741	89	
715	99	2569	1287	282	1	1	1	4950	4650	1213	823	188	
1635	70	1305	1430	130	1	1	1	2700	2400	522	572	62	
2930	25	495	245	29	1	1	1	1350	1050	119	57	14	
719	99	1591	1771	222	1	1	1	7200	6900	312	432	111	
564	99	1389	1748	480	1	1	1	3750	3450	463	564	320	
1420	50	1265	870	194	1	1	1	2400	2100	527	512	114	
1645	99	3297	1925	165	1	1	1	10350	10050	1832	693	66	
2147	50	1539	716	229	1.5	1.5	1.5	7200	6900	342	159	109	
3039	99	3693	1840	0	1	1	1	4650	4350	1477	736	0	
3229	99	3172	1300	340	1	1	1	3900	3600	1212	643	97	
3414	99	3418	1885	130	1	1	1	10350	10050	1367	754	52	
3079	50	1229	886	7	1	1	1	2400	2100	512	369	3	
3239	99	3412	2351	567	1.5	1.5	1.5	7500	7200	1326	976	234	
2907	99	2715	1688	421	1	1	1	7050	6750	1086	938	234	
955	70	1855	973	86	1	1	1	2400	2100	742	389	41	
900	25	837	432	11	1	1	1	1650	1350	186	96	5	
3198	99	4043	1448	13	1	1	1	5700	5400	1617	579	5	
2770	50	1548	624	146	1	1	1	2850	2550	645	260	61	
258	1	100	20	5	1	1	1	15000	20000	100	20	5	
797	1	100	100	100	1	1	1	500	40000	100	100	100	
2418	99	2928	1453	348	1	1	1	4950	4650	1171	581	139	
2244	50	1428	668	264	1	1	1	3300	3000	595	393	155	
2604	50	1464	655	154	1	1	1	3300	3000	610	273	64	
1650	99	2068	1404	410	1	1	1	3750	3450	827	780	228	
2916	99	3412	1801	88	1	1	1	5100	4800	1412	601	2	
1978	99	2640	1426	302	1	1	1	2700	2400	600	460	112	
907	99	1955	1000	221	1	1	1	2550	2250	710	360	105	
3260	99	3813	1958	388	0.7	0.7	0.7	6750	6450	1325	543	142	
270	25	413	695	65	0.7	0.7	0.7	2300	1600	159	278	31	
1346	99	3035	1365	560	1.5	1.5	1.5	6600	6300	974	810	340	
2928	99	3787	1522	360	1.5	1.5	1.5	12150	11850	1580	805	195	
520	50	1225	918	220	1	1	1	3000	208000	777	500	100	
1830	50	1399	882	221	1	1	1	4050	3750	583	519	130	
2551	99	3215	1405	303	0.7	0.7	0.7	7200	6900	1286	562	121	
663	70	1463	965	284	1	1	1	2400	2100	542	386	189	
2933	25	712	145	44	1	1	1	1350	1050	134	48	20	
2890	99	4082	1521	51	1	1	1	8850	8550	1282	1121	21	
417	15	282	98	162	0.7	0.7	0.7	1800	1500	94	39	77	
3544	99	220	80	200	1.5	1.5	1.5	1200	900	22	8	20	
2445	99	3638	2325	63	0.7	0.7	0.7	6150	5850	1175	1125	35	
3024	50	1805	708	29	1	1	1	2850	2550	752	295	12	
2425	1	100	100	100	1	1	1	1500	120000	100	100	100	
836	25	464	648	53	1	1	1	1950	1650	103	144	25	
2822	99	1812	815	31	1	1	1	1950	1650	182	81	2	
3520	99	3824	2119	44	1	1	1	10200	9900	1612	1035	22	
2764	99	2873	2009	488	1	1	1	6300	6000	1129	1033	110	
1327	1	100	100	300	1	1	1	1500	60000	100	100	300	
1651	50	1654	762	87	1	1	1	2850	2550	689	448	51	
441	99	3796	1170	418	1.5	1.5	1.5	10200	9900	1406	557	119	
1870	50	1490	969	71	1	1	1	2400	2100	621	570	42	
346	25	723	333	216	1	1	1	1650	1350	226	104	103	
3121	99	2029	1046	29	1	1	1	2550	2250	966	498	14	
2837	99	4212	1403	-100	1	1	1	7200	6900	1512	893	0	
211	99	2825	1330	186	1	1	1	3300	3000	1130	950	93	
290	99	2146	840	324	1	1.5	1.5	3300	3000	580	336	162	
3402	1	100	50	300	1	1	1	1050	40000	100	50	300	
1736	99	2948	1374	509	1	1	1	6600	6300	1179	680	266	
1325	1	100	100	300	1	1	1	1500	60000	100	100	300	
3372	99	3824	1574	282	1	1	1	10350	10050	914	623	119	
232	99	2079	1197	378	1	1	1	3150	2850	990	798	252	
2942	50	1211	896	181	1	1	1	7200	6900	495	262	9	
2327	99	2235	1690	347	1	1	1	4950	4650	734	616	165	
2994	50	1956	1406	326	1	1	1	5550	5250	811	426	72	
200	50	508	1079	163	1	1	1	1950	1650	180	345	113	
2108	50	711	446	139	1.5	1.5	1.5	1500	1200	158	99	66	
352	35	559	588	271	1	1	1	2100	1800	215	280	129	
1371	99	2473	2115	250	1	1	1	12000	11700	789	1343	0	
1244	99	4345	1537	303	1	1	1	10350	10050	1578	854	113	
824	99	2238	1312	336	1	1	1	4800	4500	1018	808	224	
892	99	3358	1453	496	1	1	1	6600	6300	1112	902	231	
2564	50	2527	290	204	1	1	1	7200	6900	1053	121	85	
2968	99	4380	1710	660	1.5	1.5	1.5	13350	13050	845	279	41	
3101	99	2968	2226	203	1	1	1	6600	6300	987	1042	113	
705	50	1085	851	116	1	1	1	4800	4500	241	189	61	
2908	99	3155	1417	452	1	1	1	7050	6750	1262	787	251	
1711	99	2911	1611	110	1.5	1.5	1.5	7350	7050	2229	1310	109	
77	50	875	419	100	0.7	0.7	0.7	1650	1350	270	156	36	
3228	99	2405	1343	469	1	1	1	3900	3600	437	497	259	
932	50	1265	635	40	1	1	1	3300	3000	281	141	19	
2050	99	3068	1710	20	1	1	1	4050	3750	1227	950	11	
2769	99	5102	1596	78	1	1	1	4650	4350	1119	801	171	
1694	99	3223	1215	44	1	1	1	2700	2400	1289	486	21	
309	1	1000	500	100	0.7	0.7	0.7	5000000	700000	1000	500	100	
3539	1	4500	2750	0	0.7	0.7	0.7	16050	15750	4500	2750	0	
1787	70	1822	1108	260	1	1	1	3150	2850	676	519	100	
2952	99	3560	1457	485	1	1	1	6450	6150	1204	738	390	
2772	50	1006	797	192	1	1	1	2850	2550	419	332	80	
3527	99	3812	1814	371	1	1	1	11850	11550	1752	834	161	
2291	99	2605	1410	172	1	1	1	3750	3450	1002	839	179	
3326	70	1226	713	187	0.7	0.7	0.7	7050	6750	511	297	78	
2798	1	100	500	60	1	1	1	1200	40000	100	500	60	
1007	30	582	404	152	1	1	1	1350	1050	105	74	20	
391	99	3102	1451	467	1.5	1.5	1.5	5850	5550	1280	805	165	
712	99	2970	1125	187	1	1	1	4950	4650	1188	450	89	
579	15	151	315	42	1	1	1	750	1650	58	126	20	
3055	99	3128	1503	408	1	1	1	6600	6300	1171	581	139	
628	50	1214	838	410	1	1	1	4800	4500	506	419	195	
2436	30	733	562	134	0.7	0.7	0.7	1950	1650	282	351	84	
1980	99	2301	1860	0	1	1	1	2700	2400	523	600	0	
1076	99	2165	971	358	1	1	1	6300	6000	866	595	232	
2687	99	2595	1810	93	1	1	1	4200	3900	1038	724	37	
411	99	3050	1456	164	1.5	1.5	1.5	6600	6300	503	325	54	
415	50	729	270	313	0.7	0.7	0.7	2400	2100	221	90	149	
112	35	998	468	117	1	1	1	1400	1100	114	107	20	
2611	50	1174	799	79	1	1	1	2400	2100	489	333	33	
42	10	195	98	33	0.7	0.7	0.7	500	200	39	39	10	
2763	99	3211	10	540	1	1	1	2100	1800	350	1	102	
3410	50	1788	722	34	1	1	1	2850	2550	745	301	14	
3036	50	1318	818	29	1	1	1	2400	2100	549	341	12	
487	99	1589	1583	370	1	1	1	3600	3300	563	987	148	
3014	99	3225	1559	58	1	1	1	7200	6900	1611	824	32	
3077	50	1188	758	96	1	1	1	2400	2100	495	316	40	
287	99	4018	1609	98	1	1	1	8700	8400	1488	766	28	
650	50	2138	1169	258	1	1	1	7950	7650	1280	899	129	
2494	99	2458	1411	600	1	1	1	7350	7050	983	756	278	
3637	99	3028	1827	253	1.5	1.5	1.5	16350	16050	893	365	84	
2143	50	2151	558	32	0.7	0.7	0.7	4200	3900	478	124	15	
1540	70	2035	568	250	1	1	1	2700	2400	814	227	119	
2077	99	4028	1470	384	1	1	1	8250	7950	1271	913	256	
49	30	308	135	185	0.7	0.7	0.7	1350	1050	146	50	77	
1066	99	3073	1251	428	1	1	1	4950	4650	1229	695	238	
208	70	945	572	465	1	0.7	0.7	2100	1800	210	108	155	
1362	99	3383	1352	323	1	1	1	5700	5400	1253	644	92	
1344	99	3355	1402	437	1.5	1.5	1.5	6600	6300	1010	868	291	
123	99	2869	1359	418	1.5	1.5	1.5	4200	3900	1260	810	173	
1368	30	603	686	78	1	1	1	1200	900	232	429	49	
1369	30	624	683	77	1	1	1	1200	900	240	427	48	
1780	70	3075	1003	4	1	1	1	2700	2400	1230	557	2	
506	25	602	429	210	1	1	1	1500	1200	188	134	100	
666	99	2605	963	382	1	1	1	3750	3450	1184	642	294	
2648	99	2541	1033	149	1	1	1	4050	3750	1210	492	71	
618	1	1000	500	100	0.7	0.7	0.7	2000000	600000	1000	500	100	
1676	99	3315	1677	110	1.5	1.5	1.5	4950	4650	1006	987	61	
33	15	278	158	45	1	1	1	700	400	37	42	9	
2210	1	100	100	100	1	1	1	1500	40000	100	100	100	
2742	99	3079	1397	408	1	1	1	6450	6150	1090	649	189	
1882	99	2601	1750	300	0.7	0.7	0.7	3300	3000	578	500	91	
629	99	2428	1206	554	1	1	1	5700	5400	971	754	369	
1555	99	3830	1390	222	1.5	1.5	1.5	5850	5550	1320	793	150	
2530	99	3025	1753	5	1	1	1	4050	3750	1210	701	2	
1919	99	2445	1514	231	1	1	1	3450	3150	777	457	100	
1658	99	3505	1420	0	1	1	1	3750	3450	1402	789	0	
958	25	441	693	0	1	1	1	1500	1200	98	154	0	
515	99	2308	1289	556	1	1.5	1.5	5700	5400	1593	996	438	
1758	99	3508	1312	120	0.7	0.7	0.7	3750	3450	1403	701	28	
2732	99	1620	1038	683	1	1	1	3300	3000	379	229	145	
3513	99	7010	1505	4	1	1	1	11850	11550	1945	1145	25	
80	25	825	300	38	1	1	1	1200	900	132	96	9	
420	15	279	93	170	0.7	0.7	0.7	1800	1500	93	37	81	
2879	99	2377	1308	4	1	1	1	4200	3900	1132	623	2	
107	70	3150	1163	0	1.5	1.5	1.5	2400	2100	770	518	7	
1088	50	2590	870	0	1	1	1	7200	6900	1079	512	0	
1169	99	3386	1079	541	1	1	1	7200	6900	1254	514	154	
2305	70	1013	1138	58	1	1	1	2550	2250	405	455	23	
3299	99	4755	1945	109	1	1	1	6300	6000	2169	926	16	
3367	1	100	100	100	1	1	1	1050	40000	100	100	100	
823	99	2137	1353	326	1	1	1	4800	4500	970	835	217	
120	35	1015	508	82	1	1	1	1400	1100	116	116	14	
2906	99	2708	1489	656	1	1	1	7950	7650	1593	996	438	
1738	99	3295	1956	27	1	1	1	6600	6300	1278	1031	15	
1105	99	1427	1458	608	1	1	1	4650	4350	672	473	399	
216	99	1612	1816	244	1.5	1.5	1.5	7200	6900	316	443	122	
2967	99	3855	1408	180	1.5	1.5	1.5	8700	8400	845	279	41	
2389	99	3378	1570	504	1	1	1	7350	7050	1271	913	256	
1297	99	2655	1251	651	1	1	1	6600	6300	1022	695	306	
2199	30	671	749	38	0.7	0.7	0.7	1800	1500	258	468	24	
289	35	725	373	180	1	1	1	2400	2100	345	149	90	
898	25	855	423	13	1	1	1	1650	1350	190	94	6	
2332	1	240	178	28	1	1	1	1050	40000	240	178	28	
3106	99	2525	1933	331	1	1	1	6600	6300	810	1074	167	
3284	99	3931	1728	40	1	1	1	8550	8250	1872	823	19	
1817	50	1006	784	396	1	1	1	3150	2850	419	461	233	
3569	99	4220	1663	0	1	1	1	7350	7050	1448	896	0	
2669	50	1258	624	154	1.5	1.5	1.5	2850	2550	524	260	64	
3027	99	2405	1138	545	1	1	1	4050	3750	962	455	218	
1839	99	4283	1615	120	1.5	1.5	1.5	15000	14700	892	299	22	
1552	99	2678	1406	554	1	1	1	7350	7050	971	754	369	
2771	99	3495	1455	328	1	1	1	4500	4200	1238	562	131	
2194	99	3213	1663	76	1.5	1.5	1.5	4800	4500	714	475	23	
3386	99	6760	1100	312	1.5	1.5	1.5	8250	7950	2545	500	141	
2577	99	2915	1093	103	1	1	1	4050	3750	1388	575	43	
3571	99	2698	1809	368	1	1	1	7350	7050	1119	794	199	
3364	50	1483	854	19	1	1	1	3300	3000	618	356	8	
407	99	1955	1662	-100	0.7	0.7	0.7	3750	3450	611	554	0	
116	35	971	501	105	1	1	1	1400	1100	111	119	18	
248	1	500	500	200	1	1	1	1200	8000	500	500	200	
692	99	4119	1309	129	1	1	1	6600	6300	2111	1156	81	
2526	99	5000	2000	300	1.5	1.5	1.5	24000	23700	450	185	25	
675	50	1751	599	17	1	1	1	3300	3000	389	133	8	
136	50	1500	844	142	1.5	1.5	1.5	2300	2000	320	235	47	
1875	99	2123	1028	425	1	1	1	4050	3750	849	682	236	
2921	99	3114	950	230	1	1	1	3450	3150	1514	350	125	
2121	99	2710	1358	378	0.7	0.7	0.7	4350	4050	1084	543	180	
525	10	165	170	206	0.7	0.7	0.7	1050	4800	55	85	103	
811	50	1567	768	386	1	1	1	7200	6900	653	452	227	
445	99	3858	1189	411	1.5	1.5	1.5	10200	9900	1429	566	117	
3103	99	4135	1356	196	1	1	1	6600	6300	1494	698	109	
3554	99	2808	2552	348	1	1	1	5550	5250	1106	902	21	
2406	99	5180	1409	0	1	1	1	10350	10050	2072	783	0	
2037	50	1330	998	168	1	1	1	2850	2550	554	587	99	
681	1	3880	1	1	1	1	1	100000	80000	3880	1	1	
2083	99	3323	1722	223	1	1	1	6600	6300	1129	901	107	
3298	99	4255	1745	14	1	1	1	4650	4350	2169	926	16	
1600	30	676	562	90	0.7	1	1	1350	1050	260	351	56	
1628	70	2063	1205	473	1	1	1	5700	5400	825	634	278	
