image60_size	jp_only	name	image40_href	image40_size	rarity	active_skill	atk_max	id	rcv_scale	team_cost	leader_skill	hp_scale	version	atk_scale	rcv_min	atk_min	rcv_max	monster_points	type3	hp_max	element2	element	type2	max_level	awoken_skills	hp_min	name_jp	image60_href	feed_xp	xp_curve	type	
9183	False	One-Eyed Hell Phantom Demon, Zuoh	/static/img/monsters/40x40/2746.0dfe4cde9883.png	4264	7	Chaotic Call	1621	2746	1.0	60	Abyssal Hunger	1.0	313	1.0	0	817	0	15000	None	4695	2	4	2	99	[27, 21, 26, 24, 19, 28, 26, 31]	1838	隻眼の獄幻魔・ズオー	/static/img/monsters/60x60/2746.65265c886304.png	2513.0	5000000	7	
8660	False	Awoken Ares	/static/img/monsters/40x40/2747.006dbb360f0e.png	4254	7	Raging Blaze	2244	2747	1.0	35	War Blessing	1.0	343	1.0	0	1296	200	5000	None	3012	2	0	6	99	[27, 21, 11, 22, 27, 14, 14, 28]	701	覚醒アレス	/static/img/monsters/60x60/2747.c8b9cf238ad9.png	1575.0	4000000	7	
9261	False	Awoken Hermes	/static/img/monsters/40x40/2748.b1f2b46365b2.png	4487	7	Dream Water	1998	2748	1.0	35	Commerce Blessing	1.0	499	1.0	91	932	564	5000	None	2274	0	1	6	99	[28, 21, 21, 23, 23, 27, 15, 15]	739	覚醒ヘルメス	/static/img/monsters/60x60/2748.ede3ee16fce3.png	1575.0	4000000	7	
8521	False	Awoken Artemis	/static/img/monsters/40x40/2749.0d501ee10430.png	4212	7	Lunatic Storm	1965	2749	1.0	35	Hunting Blessing	1.0	521	1.0	95	943	501	5000	None	2540	1	2	7	99	[27, 21, 11, 24, 16, 28, 27, 16]	725	覚醒アルテミス	/static/img/monsters/60x60/2749.283d59691e30.png	1575.0	4000000	6	
9336	False	Awoken Apollo	/static/img/monsters/40x40/2750.d84aef5cc254.png	4463	7	Sunlight Harmony	1853	2750	1.0	35	Flash Divine Inspiration	1.0	514	1.0	231	902	516	5000	None	2758	2	3	6	99	[29, 29, 27, 21, 17, 27, 28, 17]	1112	覚醒アポロン	/static/img/monsters/60x60/2750.389167b5b6da.png	1575.0	4000000	3	
9233	False	Awoken Persephone	/static/img/monsters/40x40/2751.4e06486dc18d.png	4405	7	Netherworld Star	1707	2751	1.0	35	Darkness Divine Inspiration	1.0	499	1.0	340	719	630	5000	None	2639	1	4	7	99	[29, 29, 27, 21, 18, 28, 27, 18]	1278	覚醒ペルセポネ	/static/img/monsters/60x60/2751.69c66ede8aab.png	1575.0	4000000	6	
9369	False	Celestial Guardian Dragon, Avalon Drake	/static/img/monsters/40x40/2752.9f927f4f85ca.png	4511	7	Aubade Gaia	1509	2752	1.0	40	Nirvana Soul	1.0	535	1.0	50	783	250	5000	8	4075	3	2	4	99	[24, 24, 21, 21, 21, 28, 24, 21]	1630	天空の守護龍・アヴァロンドレイク	/static/img/monsters/60x60/2752.506a290de898.png	1763.0	4000000	5	
9136	False	Whirlwind Dragon Emperor, Sevenzard	/static/img/monsters/40x40/2753.58fe51b7c0e8.png	4460	6	Chameleon Blast	1101	2753	1.0	50	Dragon Emperor Power of Mutation	1.0	362	1.0	101	801	251	50	None	3504	None	2	None	99	[24, 26, 21]	1254	旋龍帝・セブンザード	/static/img/monsters/60x60/2753.3315fe3a9c29.png	2100.0	5000000	4	
9185	False	Rainbow Wing Whirlwind Dragon Emperor, Sevenzard	/static/img/monsters/40x40/2754.7930d238f451.png	4407	7	Chameleon Blast	1301	2754	1.0	80	Dragon Emperor Power of Mutation	1.0	362	1.0	101	801	301	50	None	3804	4	2	1	99	[24, 26, 21, 21, 24, 26]	1254	虹翼の旋龍帝・セブンザード	/static/img/monsters/60x60/2754.ef1d89942442.png	3263.0	5000000	4	
8931	False	Four Noble Ones, Xiang Mei	/static/img/monsters/40x40/2755.18c31078b937.png	4354	8	Crimson Season	1803	2755	1.5	80	Elegant Pride	1.5	401	1.5	621	812	901	1	None	2512	None	0	None	99	[21, 21, 19, 28]	1002	四君子・シャンメイ	/static/img/monsters/60x60/2755.b5e06e563973.png	3300.0	9999999	3	
9304	False	Crimson Orchid Virtue, Xiang Mei	/static/img/monsters/40x40/2756.311f16c41faa.png	4428	9	Crimson Season	1903	2756	1.5	99	Elegant Pride	1.5	535	1.5	621	812	1001	1	None	2812	None	0	None	99	[21, 21, 19, 28, 22, 22, 22, 35]	1002	紅蘭の君子・シャンメイ	/static/img/monsters/60x60/2756.e5516bc08fc2.png	4050.0	9999999	3	
8786	False	Four Noble Ones, You Yu	/static/img/monsters/40x40/2757.5c4dc8b01708.png	4324	8	Blue Season	2106	2757	1.5	80	Moderated Pride	1.5	401	1.5	105	1506	325	1	None	3328	None	1	None	99	[21, 21, 19, 15]	1228	四君子・ヨウユウ	/static/img/monsters/60x60/2757.094fcbf83c03.png	3300.0	9999999	6	
9302	False	Blue Bamboo Virtue, You Yu	/static/img/monsters/40x40/2758.336d42251bd9.png	4430	9	Blue Season	2606	2758	1.5	99	Moderated Pride	1.5	535	1.5	105	1506	325	1	None	3655	None	1	None	99	[21, 21, 19, 15, 15, 15, 28, 43, 38]	1228	蒼竹の君子・ヨウユウ	/static/img/monsters/60x60/2758.fc49649fa323.png	4050.0	9999999	6	
8546	False	Four Noble Ones, Xiu Min	/static/img/monsters/40x40/2759.9ff9c8d80bc7.png	4294	8	Yellow Season	891	2759	1.5	80	Innocent Pride	1.5	401	1.5	0	491	0	1	None	6520	None	3	None	99	[21, 28, 19, 25]	3980	四君子・シュウミン	/static/img/monsters/60x60/2759.72ad7b43cb67.png	3300.0	9999999	2	
9172	False	Yellow Chrysanthemum Virtue, Xiu Min	/static/img/monsters/40x40/2760.bfb7b51f8872.png	4398	9	Yellow Season	1465	2760	1.5	99	Innocent Pride	1.5	535	1.5	0	491	0	1	None	7011	None	3	None	99	[21, 28, 19, 25, 25, 25, 25, 37]	3980	黄菊の君子・シュウミン	/static/img/monsters/60x60/2760.0d61b00149af.png	4050.0	9999999	2	
8245	False	Four Noble Ones, Xin Hua	/static/img/monsters/40x40/2761.727f3b127b05.png	4204	8	Purple Season	1614	2761	1.5	80	Pure Dignity	1.5	346	1.5	389	814	429	1	None	4096	None	4	None	99	[21, 19, 28, 26]	1296	四君子・シンファ	/static/img/monsters/60x60/2761.4fb03e243bd8.png	3300.0	9999999	1	
9283	False	Purple Plum Virtue, Xin Hua	/static/img/monsters/40x40/2762.7c3eea8bfc33.png	4445	9	Purple Season	1714	2762	1.5	99	Pure Dignity	1.5	535	1.5	389	814	599	1	None	4496	None	4	None	99	[21, 19, 28, 26, 27, 26, 27, 36]	1296	紫梅の君子・シンファ	/static/img/monsters/60x60/2762.784c9025a8df.png	4050.0	9999999	1	
6096	True	Moogle	/static/img/monsters/40x40/2763.b7d9ab2a5b78.png	3673	4	Time for some moogle magic. Kupo!	10	2763	1.0	8	Maximoogle	1.0	314	1.0	102	1	540	1	None	3211	None	3	2	99	[11, 11, 12, 12, 13, 13, 28, 19, 21]	350	モーグリ	/static/img/monsters/60x60/2763.8c366a2372af.png	450.0	3000000	3	
8468	False	Cloud & Fenrir	/static/img/monsters/40x40/2764.392b50a0c89f.png	4278	8	It's not my problem.	2009	2764	1.0	32	Omnislash	1.0	447	1.0	110	1033	488	6000	None	2873	3	3	8	99	[25, 27, 28, 21, 33, 25, 27]	1129	クラウド＆フェンリル	/static/img/monsters/60x60/2764.5b07da3b1682.png	1500.0	4000000	6	
8383	False	One-Winged Angel, Sephiroth	/static/img/monsters/40x40/2765.f447f94d469d.png	4117	8	I am the chosen one.	2302	2765	1.0	32	Super Nova	1.0	447	1.0	35	1112	63	6000	None	3735	4	4	7	99	[27, 27, 21, 19, 34, 35, 32]	1214	片翼の天使・セフィロス	/static/img/monsters/60x60/2765.992054b83d27.png	1500.0	4000000	6	
7787	False	Unwavering Summoner, Yuna	/static/img/monsters/40x40/2766.7a353b3e3312.png	4028	8	I have become a summoner!	1778	2766	1.0	32	Limit Break Valefor	1.0	447	1.0	309	697	646	6000	None	2838	1	3	6	99	[21, 28, 28, 19, 19, 19, 19]	975	覚悟の召喚士・ユウナ	/static/img/monsters/60x60/2766.abb93c2590a6.png	1500.0	4000000	3	
8016	False	Cecil	/static/img/monsters/40x40/2767.276982553f7f.png	4030	6	This is a fight for me and me alone	1803	2767	1.0	12	Shadow Bringer	1.0	535	1.0	171	801	328	6000	None	2498	None	4	7	99	[27, 21, 28, 19]	1119	セシル	/static/img/monsters/60x60/2767.e676745edc77.png	675.0	4000000	6	
8865	False	Dark Knight, Cecil	/static/img/monsters/40x40/2768.04b24080b3b6.png	4274	7	This is a fight for me and me alone	2153	2768	1.0	22	Darkness	1.0	447	1.0	171	801	428	6000	None	2798	4	4	7	99	[27, 21, 28, 19, 19, 27, 8, 8, 8]	1119	暗黒騎士・セシル	/static/img/monsters/60x60/2768.8d95980a6492.png	1088.0	4000000	6	
8950	False	Paladin, Cecil	/static/img/monsters/40x40/2769.9145ece44af5.png	4281	7	This is a fight for me and me alone	1596	2769	1.0	22	Sacred Cross	1.0	447	1.0	171	801	78	6000	None	5102	4	3	2	99	[27, 21, 28, 19, 19, 27, 9, 9, 9]	1119	パラディン・セシル	/static/img/monsters/60x60/2769.05c79c0f1866.png	1088.0	4000000	6	
7469	False	Bartz	/static/img/monsters/40x40/2770.c2b317995e58.png	3948	5	It's just a trick I learned from my dad	624	2770	1.0	12	Spellblade -Dual Wield-	1.0	535	1.0	61	260	146	4000	None	1548	None	2	None	50	[]	645	バッツ	/static/img/monsters/60x60/2770.3e1b56c1f4bd.png	638.0	4000000	1	
8726	False	Adventurous Wind, Bartz	/static/img/monsters/40x40/2771.a9cac3de2109.png	4246	6	It's just a trick I learned from my dad	1455	2771	1.0	22	Spellblade -Dual Wield- Rapid Fire	1.0	457	1.0	131	562	328	4000	None	3495	3	2	None	99	[27, 27, 19, 28, 28, 27, 7, 7, 7]	1238	探求の風・バッツ	/static/img/monsters/60x60/2771.7858646b717e.png	1050.0	4000000	1	
9040	False	Terra	/static/img/monsters/40x40/2772.f27a36a22678.png	4412	5	Espers... Heed my call.	797	2772	1.0	12	Magitek Missile	1.0	308	1.0	80	332	192	4000	None	1006	None	0	None	50	[]	419	ティナ	/static/img/monsters/60x60/2772.2a2f02d67253.png	638.0	4000000	6	
8547	False	Trance Terra	/static/img/monsters/40x40/2773.962a72b27d80.png	4196	6	Espers... Heed my call.	1793	2773	1.0	22	Riot Blade	1.0	457	1.0	173	717	433	4000	None	2513	3	0	None	99	[14, 14, 17, 17, 28, 21, 29, 29, 21]	805	トランス・ティナ	/static/img/monsters/60x60/2773.d4faee6eb275.png	1050.0	4000000	6	
7288	False	Shantotto	/static/img/monsters/40x40/2774.93cad9da943b.png	3951	5	O-hohohohoho!	934	2774	1.0	12	You're making me lose my temper, dear!	1.0	308	1.0	9	389	22	4000	None	1318	None	4	None	50	[]	549	シャントット	/static/img/monsters/60x60/2774.822ebf9c29bd.png	638.0	4000000	6	
8626	False	Menacing Black Mage, Shantotto	/static/img/monsters/40x40/2775.eb5d1f20ca65.png	4246	6	O-hohohohoho!	2153	2775	1.0	22	Victory is mine!	1.0	457	1.0	20	841	50	4000	None	3035	2	4	7	99	[26, 26, 26, 26, 26, 26, 24, 24, 24]	1054	最凶の黒魔道士・シャントット	/static/img/monsters/60x60/2775.2980845af074.png	1050.0	4000000	6	
7448	False	Vaan	/static/img/monsters/40x40/2776.b73a569ed232.png	3898	5	Got a surprise for you!	742	2776	1.0	12	Red Spiral	1.0	308	1.0	5	309	12	4000	None	1798	None	3	None	50	[]	749	ヴァン	/static/img/monsters/60x60/2776.e9479a129fbd.png	638.0	4000000	6	
8658	False	Novice Sky Pirate, Vaan	/static/img/monsters/40x40/2777.a4201e4a40ba.png	4273	6	Got a surprise for you!	1670	2777	1.0	22	Pyroclasm	1.0	457	1.0	11	668	28	4000	None	4095	0	3	2	99	[27, 27, 25, 25, 21, 25, 25, 22, 22]	1438	かけだしの空賊・ヴァン	/static/img/monsters/60x60/2777.7a102b7dd231.png	1050.0	4000000	6	
7852	False	Lightning	/static/img/monsters/40x40/2778.ecdca10580e7.png	3961	6	No room for doubt.	722	2778	1.0	12	Army of One	1.0	308	1.0	92	301	221	6000	None	1253	None	3	3	50	[]	522	ライトニング	/static/img/monsters/60x60/2778.99211bba6e5e.png	675.0	4000000	6	
8651	False	Knight of Etro, Lightning	/static/img/monsters/40x40/2779.3c72f052c527.png	4250	7	No room for doubt.	1640	2779	1.0	22	Legion of One	1.0	308	1.0	199	650	498	6000	None	2505	3	3	3	99	[21, 21, 21, 19]	1002	女神の騎士・ライトニング	/static/img/monsters/60x60/2779.717bae20faaf.png	1088.0	4000000	6	
8473	False	Savior, Lightning	/static/img/monsters/40x40/2780.d6a3a3a78635.png	4179	8	No room for doubt.	1790	2780	1.0	32	Overclock Army of One	1.0	457	1.0	199	650	598	6000	5	3475	3	3	3	99	[21, 21, 21, 19, 28, 25, 25, 25, 32]	1002	解放者・ライトニング	/static/img/monsters/60x60/2780.52895d3afd8a.png	1500.0	4000000	6	
7088	False	Y'shtola	/static/img/monsters/40x40/2781.bfaa7bde75da.png	3838	5	Let's go. Focus!	713	2781	1.0	12	Stoneskin	1.0	308	1.0	95	297	228	4000	None	1054	None	1	None	50	[]	439	ヤ・シュトラ	/static/img/monsters/60x60/2781.21570e317f48.png	638.0	4000000	3	
7981	False	Scion of the Seventh Dawn, Y'shtola	/static/img/monsters/40x40/2782.637411dcdbad.png	4113	6	Let's go. Focus!	1605	2782	1.0	22	Aetherial Pulse	1.0	535	1.0	205	642	573	4000	None	2408	2	1	6	99	[21, 21, 19, 19, 20]	843	暁の血盟・ヤ・シュトラ	/static/img/monsters/60x60/2782.1377c710b558.png	1050.0	4000000	3	
7946	False	Rain	/static/img/monsters/40x40/2783.ca1b605860cf.png	3986	4	This is my duty as a knight!	612	2783	1.0	10	Blazing Storm	1.0	308	1.0	51	255	122	3000	None	1445	None	0	None	50	[]	602	レイン	/static/img/monsters/60x60/2783.d78b58481de1.png	525.0	4000000	1	
8046	False	Royal Knight, Rain	/static/img/monsters/40x40/2784.13582fe52cc3.png	4074	5	This is my duty as a knight!	1378	2784	1.0	20	Shining Nova	1.0	308	1.0	110	551	275	3000	None	2890	3	0	None	99	[14, 22, 22]	1156	王国の騎士・レイン	/static/img/monsters/60x60/2784.81bc939304c5.png	938.0	4000000	1	
8813	False	Ultimecia	/static/img/monsters/40x40/2785.77aa5977455f.png	4304	5	Hell's Judgment	1733	2785	1.0	12	Why stand in the way of a witch?	1.0	308	1.0	108	722	259	1	None	2666	3	4	None	99	[21, 19]	1111	アルティミシア	/static/img/monsters/60x60/2785.179996b8c4a5.png	638.0	3000000	7	
8639	False	Trance Kuja	/static/img/monsters/40x40/2786.d65a13706ca2.png	4278	5	Flare Star	1922	2786	1.0	12	I'll bring this to an end!	1.0	308	1.0	99	801	238	1	None	2371	4	0	None	99	[21, 14]	988	トランス・クジャ	/static/img/monsters/60x60/2786.afb680a83dff.png	638.0	3000000	6	
8996	False	Braska's Final Aeon	/static/img/monsters/40x40/2787.b7a319e98633.png	4231	5	Ultimate Jecht Shot	1325	2787	1.0	12	I won't be able to hold myself back.	1.0	308	1.0	36	552	86	1	None	4061	4	1	None	99	[21, 15]	1692	ブラスカの究極召喚	/static/img/monsters/60x60/2787.ad4f1af7a359.png	638.0	3000000	2	
7899	False	Shadow Lord	/static/img/monsters/40x40/2788.3c1742e50716.png	3991	5	Implosion	1514	2788	1.0	12	Until the fires of wrath consume me!	1.0	308	1.0	59	631	142	1	None	3497	4	4	None	99	[18, 26]	1457	闇の王	/static/img/monsters/60x60/2788.b898577f0b40.png	638.0	3000000	7	
8244	False	Gabranth	/static/img/monsters/40x40/2789.9afd2eb7d957.png	4090	5	Execution	1522	2789	1.0	12	Without power what future can you claim?	1.0	308	1.0	11	634	26	1	None	3866	4	2	None	99	[8, 8]	1611	ガブラス	/static/img/monsters/60x60/2789.4fcd52ef7a06.png	638.0	3000000	2	
7617	False	Orphan, First Form	/static/img/monsters/40x40/2790.89b5c0b71ee5.png	3793	5	Black Ruin	674	2790	1.0	12	Our name is Orphan.	1.0	308	1.0	49	281	118	10	None	1637	None	3	None	50	[]	682	オーファン・第1形態	/static/img/monsters/60x60/2790.19e6de5c1f32.png	638.0	4000000	5	
9114	False	Orphan, Second Form	/static/img/monsters/40x40/2791.ffd1e606339e.png	4305	6	Black Ruin	1518	2791	1.0	22	The world shall know redemption.	1.0	308	1.0	106	607	265	10	None	3275	4	3	7	99	[25, 26]	1310	オーファン・第2形態	/static/img/monsters/60x60/2791.d8fbdadd06c4.png	1050.0	4000000	5	
6218	False	Cecil's Dark Sword	/static/img/monsters/40x40/2792.7914a95a2846.png	3576	5	This is a fight for me and me alone	500	2792	1.0	1	None	1.0	352	1.0	60	500	60	1	None	100	None	4	None	1	[]	100	セシルの暗黒の剣	/static/img/monsters/60x60/2792.0bcdb9e344dc.png	10000.0	2000000	14	
5561	False	Bartz's Brave Blade	/static/img/monsters/40x40/2793.2d6dae0fc4e8.png	3502	5	It's just a trick I learned from my dad	500	2793	1.0	1	None	1.0	352	1.0	60	500	60	1	None	100	None	2	None	1	[]	100	バッツのブレイブブレイド	/static/img/monsters/60x60/2793.0ac26089b106.png	10000.0	2000000	14	
5939	False	Terra's Enhancer	/static/img/monsters/40x40/2794.74900d4908fc.png	3391	5	Espers... Heed my call.	500	2794	1.0	1	None	1.0	352	1.0	60	500	60	1	None	100	None	0	None	1	[]	100	ティナのエンハンスソード	/static/img/monsters/60x60/2794.abc569425c1e.png	10000.0	2000000	14	
5688	False	Shantotto's Iridal Staff	/static/img/monsters/40x40/2795.a6190fd35834.png	3579	5	O-hohohohoho!	500	2795	1.0	1	None	1.0	352	1.0	60	500	60	1	None	100	None	4	None	1	[]	100	シャントットのイリダルスタッフ	/static/img/monsters/60x60/2795.b9e569ad062d.png	10000.0	2000000	14	
7087	False	Vaan's Zwill Crossblade	/static/img/monsters/40x40/2796.1fabbf563ec7.png	4063	5	Got a surprise for you!	500	2796	1.0	1	None	1.0	352	1.0	60	500	60	1	None	100	None	3	None	1	[]	100	ヴァンのゾーリンシェイプ	/static/img/monsters/60x60/2796.24cb5fdf3358.png	10000.0	2000000	14	
5696	False	Lightning's Blazefire Saber	/static/img/monsters/40x40/2797.a52728fb8e36.png	3525	5	No room for doubt.	500	2797	1.0	1	None	1.0	352	1.0	60	500	60	1	None	100	None	3	None	1	[]	100	ライトニングのブレイズエッジ	/static/img/monsters/60x60/2797.952fd3c00a56.png	10000.0	2000000	14	
6236	False	Y'shtola's Thyrus	/static/img/monsters/40x40/2798.d5249f3639a5.png	3780	5	Let's go. Focus!	500	2798	1.0	1	None	1.0	352	1.0	60	500	60	1	None	100	None	1	None	1	[]	100	ヤ・シュトラのタイラス	/static/img/monsters/60x60/2798.357e0dbf5d72.png	10000.0	2000000	14	
8677	True	Shuten-doji	/static/img/monsters/40x40/2804.a33b7aacb3c3.png	4225	6	Pandemonium's Best Sake	1805	2804	0.7	40	Lunatic Flames' Peerless Strength	0.7	352	0.7	59	752	142	25	None	3007	4	0	None	99	[22, 13, 13]	1253	酒吞童子	/static/img/monsters/60x60/2804.8c1c007faa71.png	1725.0	5000000	7	
8950	True	Demon Leader, Shuten-doji	/static/img/monsters/40x40/2805.363f37f84a5d.png	4285	7	Pandemonium's Best Sake	1905	2805	0.7	50	Lunatic Flames' Peerless Strength	0.7	313	0.7	59	752	152	25	None	3207	4	0	6	99	[22, 13, 13, 19, 22, 26, 21]	1253	悪鬼の首領・酒吞童子	/static/img/monsters/60x60/2805.c8d1683c8590.png	2138.0	5000000	7	
9294	False	War God of Protection, Takeminakata	/static/img/monsters/40x40/2806.162c044b5a34.png	4510	7	Divine Wind of Creation Flame	1121	2806	1.0	70	Sword Combat God's Magatama	1.0	318	1.0	225	623	395	15	None	4228	0	3	2	99	[3, 14, 21, 14, 17, 17]	1611	鎮護の大軍神・タケミナカタ	/static/img/monsters/60x60/2806.4b1ae305d870.png	2888.0	5000000	5	
9195	False	Colorful Queen, Hera-Beorc	/static/img/monsters/40x40/2807.c9a50b11bd4c.png	4362	8	Blowing Gravity	1815	2807	1.0	70	Colorful Queen's Wink	1.0	318	1.0	137	1261	274	20	None	3456	4	2	5	99	[7, 16, 24, 24, 21, 16]	1810	彩王妃・ヘラ・ベオーク	/static/img/monsters/60x60/2807.2dd99e35c171.png	2925.0	5000000	7	
8977	False	Green Light's Blossom, Kaguya-Hime	/static/img/monsters/40x40/2808.16aa0d455c53.png	4364	8	Moon Blossom	1409	2808	0.7	40	Bamboo Cutter's Whirlwind	0.7	318	0.7	346	783	653	25	None	2795	3	2	5	99	[27, 21, 19, 21, 24]	878	翠光の月天花・かぐや姫	/static/img/monsters/60x60/2808.239ab6cc2ba1.png	1800.0	4000000	3	
9124	False	Ecstatic Mythical Beast Demon, Aamir	/static/img/monsters/40x40/2809.f647b91045fd.png	4399	7	Sweet Perfume	1413	2809	1.0	50	Hell Phantom Demon's Curse	1.0	318	1.0	243	405	728	20	None	2505	2	4	3	99	[19, 10, 10, 24, 26]	922	恍惚の幻獣魔・アーミル	/static/img/monsters/60x60/2809.82ce88f21650.png	2138.0	4000000	7	
8612	False	Sincere Class Monitor, Athena	/static/img/monsters/40x40/2810.91f8f7f7b0b8.png	4221	8	Glitter of Aegis	2005	2810	1.0	60	Alright, prepare yourself!	1.0	535	1.0	0	1267	683	15000	6	2710	3	2	3	99	[27, 27, 27, 21, 28, 24, 24, 10, 10]	1225	誠意の学級委員長・アテナ	/static/img/monsters/60x60/2810.4ad8884eb451.png	2550.0	5000000	5	
8546	False	Sacred Discipline Committee Chair, Athena	/static/img/monsters/40x40/2811.7ec8675f9756.png	4192	8	Glitter of Aegis	2005	2811	1.0	60	I won't forgive rule breakers!	1.0	535	1.0	0	1267	683	15000	3	2710	2	2	6	99	[27, 27, 27, 21, 28, 24, 24, 10, 10]	1225	神聖の風紀委員長・アテナ	/static/img/monsters/60x60/2811.2c6d7be7d862.png	2550.0	5000000	5	
8015	False	Beautiful and Intelligent Scholarship Student, Isis	/static/img/monsters/40x40/2812.1776d79b8223.png	4101	7	Quick Heal	1655	2812	1.0	35	Just wait a little more	1.0	352	1.0	402	731	673	15000	None	2538	4	1	3	99	[15, 27, 21, 10, 10, 15, 19, 28]	1215	才色兼備の特待生・イシス	/static/img/monsters/60x60/2812.51ab2d94a6c5.png	1575.0	4000000	6	
8379	False	Light Music Club's Kirin Princess, Sakuya	/static/img/monsters/40x40/2813.7881fe31fc57.png	4195	8	Boisterous Dance	1570	2813	1.0	40	Everyone, here I goooo!	1.0	341	1.0	256	913	504	25000	8	3378	2	1	1	99	[20, 12, 11, 28, 13, 21, 27, 27, 19]	1271	軽音部の麒麟姫・サクヤ	/static/img/monsters/60x60/2813.7f137ccf5118.png	1800.0	4000000	4	
8861	False	Library Room's Manager God, Kali	/static/img/monsters/40x40/2814.55a169c3a82c.png	4327	8	Orb Transformation	1774	2814	1.5	70	You should be quiet!	1.5	533	1.5	136	1069	355	25000	None	3325	4	2	3	99	[21, 28, 19, 24, 21, 19, 10, 10, 24]	1210	図書室の管理神・カーリー	/static/img/monsters/60x60/2814.b9cd03acaa2e.png	2925.0	5000000	5	
8647	False	Newspaper Club's Reporter, Sarutobi Sasuke	/static/img/monsters/40x40/2815.5da24d53faa7.png	4263	5	Whirlwind Scoop's Technique	2036	2815	1.0	25	This is a scoop...	1.0	535	1.0	104	576	216	5000	None	2697	2	1	7	99	[27, 23, 21, 21, 31, 28]	799	新聞部の特命記者・猿飛佐助	/static/img/monsters/60x60/2815.2a4907f33c29.png	1125.0	4000000	6	
8320	False	Pet Caretaking's Club, Red Riding Hood	/static/img/monsters/40x40/2816.7958bdac7151.png	4243	4	Youth Light	810	2816	1.0	16	Let's raise them well!	1.0	341	1.0	284	450	511	3000	None	3003	0	0	2	99	[14, 10, 10, 28, 21, 22]	1233	飼育部の元気娘・赤ずきん	/static/img/monsters/60x60/2816.a3c63f1766d8.png	750.0	3000000	3	
9057	False	Fortune-telling Club President, Snow White	/static/img/monsters/40x40/2817.b91cdca64eaf.png	4432	4	Youth Light	863	2817	1.0	16	Your luck is... Zzz...	1.0	341	1.0	337	302	522	3000	None	2851	1	1	5	99	[15, 10, 10, 20, 21, 23]	1315	占い部の名物部長・白雪姫	/static/img/monsters/60x60/2817.e66e1bba02fd.png	750.0	3000000	2	
8748	False	Go-Home Club's Tomboy, Thumbelina	/static/img/monsters/40x40/2818.c1036d4e3896.png	4321	4	Youth Light	1613	2818	1.0	16	Damn, I'm gonna be late!	1.0	341	1.0	271	896	504	3000	None	1415	2	2	3	99	[16, 10, 10, 28, 21, 27]	526	帰宅部のおてんば娘・おやゆび姫	/static/img/monsters/60x60/2818.99298f27cc46.png	750.0	3000000	6	
8056	False	Drama Club's Heroine, Cinderella	/static/img/monsters/40x40/2819.fc3c01a06293.png	4191	4	Youth Light	802	2819	1.0	16	I got to try harder!	1.0	341	1.0	265	401	507	3000	None	3030	3	3	5	99	[17, 10, 10, 19, 21, 27]	1348	演劇部のヒロイン・シンデレラ	/static/img/monsters/60x60/2819.d2298bead6a9.png	750.0	3000000	2	
8686	False	Book Club's Literary Princess, Sleeping Beauty	/static/img/monsters/40x40/2820.9115e17de3ac.png	4308	4	Youth Light	1372	2820	1.0	16	Huh... was I sleeping?	1.0	341	1.0	175	783	315	3000	None	2530	4	4	7	99	[18, 10, 10, 28, 21, 27]	1012	読書部の才媛・ねむり姫	/static/img/monsters/60x60/2820.88bccf027be1.png	750.0	3000000	1	
7900	False	Volleyball Club's Devil, Theurgia	/static/img/monsters/40x40/2821.fa6f51804f94.png	4082	5	Summon Fire	1900	2821	0.7	20	It's not good at all! One more time!	0.7	535	0.7	142	889	246	5000	None	2950	2	0	7	99	[14, 14, 16, 16, 14, 14, 14, 21, 28]	820	バレー部の悪魔・テウルギア	/static/img/monsters/60x60/2821.b0d2f148f059.png	938.0	4000000	6	
7860	False	Newspaper Club's New Member, Waron	/static/img/monsters/40x40/2822.a3c6b6ec9b75.png	4162	3	Whirlwind Scoop's Technique	815	2822	1.0	8	What should i take a picture of?	1.0	352	1.0	2	81	31	1	None	1812	1	1	None	99	[15, 15]	182	新聞部の新人・ウォーロン	/static/img/monsters/60x60/2822.3138432b4d7e.png	413.0	1500000	4	
7938	False	Aloof Delinquent, Dark Dragon Swordsman	/static/img/monsters/40x40/2823.5529392dc6e9.png	4094	3	Youth Light	912	2823	1.0	8	Hey, what are you looking at?	1.0	352	1.0	21	93	221	1	None	1032	4	4	None	99	[11, 11]	103	孤高のヤンキー・闇の龍剣士	/static/img/monsters/60x60/2823.95945dbdee75.png	413.0	1500000	4	
8457	False	Guardian of Metropolis, Superman	/static/img/monsters/40x40/2824.4da9cc27d286.png	4152	7	Heat Vision	1977	2824	1.5	35	Super Strength	1.5	293	1.5	61	987	110	5000	None	3915	0	3	2	99	[25, 27, 21, 21, 28, 25, 33]	1006	メトロポリスの守護者・スーパーマン	/static/img/monsters/60x60/2824.7398848020fd.png	1575.0	4000000	6	
8498	False	Invincible Heroine, Wonder Woman	/static/img/monsters/40x40/2825.6338363823fd.png	4151	6	Lasso of Truth	1760	2825	1.0	30	Warrior Princess	1.0	317	1.0	57	950	103	3000	None	2993	3	2	5	99	[28, 21, 24, 24, 25, 38]	1077	無敵の戦士・ワンダーウーマン	/static/img/monsters/60x60/2825.e5f028574eb0.png	1350.0	3000000	6	
