ASListID	AwokenSkillOne	AwokenSkillTwo	AwokenSkillThree	AwokenSkillFour	AwokenSkillFive	AwokenSkillSix	AwokenSkillSeven	AwokenSkillEight	AwokenSkillNine
180	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3122	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
31	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3224	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Enhanced Dark Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Skill Boost'	'Extend Time'	
2948	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Skill Boost'	'Skill Boost'	'Enhanced Wood Attribute'	'Multi Boost'	NULL	NULL	NULL	
1754	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	
2938	'Enhanced Wood Orbs'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
568	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Dark'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	
126	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2926	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
1531	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
662	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
301	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
257	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1233	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
803	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
380	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2907	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	
1473	'Awaken Material Killer'	'Vendor Material Killer'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
3299	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Skill Boost'	
785	'Enhanced Light Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
745	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1364	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
291	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1194	'Two-Pronged Attack'	'Enhanced Light Attribute'	'Skill Boost'	'Resistance-Jammers'	'Resistance-Jammers'	'Resistance-Jammers'	'Physical Killer'	'Machine Killer'	NULL	
2101	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
648	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2249	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Enhanced Combo'	NULL	
2685	'Enhanced Fire Orbs'	'Resistance-Dark'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
672	'Enhanced Fire Attribute'	'Auto-Recover'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
1842	'Two-Pronged Attack'	'Extend Time'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
1679	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1265	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Enhanced Dark Orbs'	'Enhanced Water Attribute'	'Enhanced Dark Attribute'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	
2609	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1993	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3520	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	
339	'Enhanced Dark Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
220	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
412	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
763	'Two-Pronged Attack'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1294	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2309	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2783	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2673	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1292	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1547	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2882	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
840	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1057	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3210	'Reduce Dark Damage'	'Reduce Dark Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
12	'Enhanced HP'	'Enhanced Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
51	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1899	'Two-Pronged Attack'	'Resistance-Bind'	'Skill Boost'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	
157	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2424	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	NULL	NULL	NULL	
2921	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
2703	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1225	'Enhanced Fire Orbs'	'Two-Pronged Attack'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
2945	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Attacker Killer'	'God Killer'	NULL	NULL	NULL	NULL	
425	'Enhanced Heart Orbs'	'Auto-Recover'	'Recover Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1553	'Skill Boost'	'Enhanced Dark Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	'Machine Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
1880	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
2821	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Skill Boost'	'Resistance-Skill Bind'	
1159	'Enhanced Dark Attribute'	'Resistance-Poison'	'Extend Time'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	
2598	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3543	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Resistance-Skill Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
3231	'Resistance-Jammers'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
759	'Reduce Water Damage'	'Reduce Water Damage'	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	NULL	NULL	NULL	NULL	
1330	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3408	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Extend Time'	'Reduce Fire Damage'	NULL	NULL	NULL	NULL	
179	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2037	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2937	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
715	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1669	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1216	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	
1422	'Resistance-Dark'	'Two-Pronged Attack'	'Resistance-Dark'	'Two-Pronged Attack'	'Enhanced Wood Attribute'	'Skill Boost'	NULL	NULL	NULL	
559	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2737	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Light Orbs'	'Enhanced Wood Orbs'	'Enhanced Water Orbs'	'Enhanced Fire Orbs'	'Enhanced Dark Orbs'	
3241	'Extend Time'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	'Extend Time'	'Enhanced Fire Orbs'	
330	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	'Dragon Killer'	'Balanced Killer'	NULL	NULL	NULL	NULL	
2947	'Resistance-Poison'	'Enhanced Dark Orbs'	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	
1783	'Enhanced Light Orbs'	'Resistance-Jammers'	'Resistance-Dark'	'Resistance-Skill Bind'	'Enhanced Fire Orbs'	'Skill Boost'	'Extend Time'	NULL	NULL	
327	'Enhanced Water Attribute'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
771	'Enhanced Dark Orbs'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3360	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1273	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	
1595	'Skill Boost'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3164	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Recover Bind'	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	
23	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
963	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
91	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1881	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Multi Boost'	NULL	NULL	NULL	NULL	
2878	'Enhanced Light Orbs'	'Enhanced Light Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3019	'Enhanced Fire Orbs'	'Skill Boost'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	
1831	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
1223	'Enhanced Wood Orbs'	'Resistance-Dark'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
2985	'Enhanced Dark Orbs'	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Two-Pronged Attack'	'Extend Time'	NULL	
2790	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1525	'Two-Pronged Attack'	'Resistance-Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
1822	'Enhanced Fire Orbs'	'Enhanced Dark Orbs'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3209	'Reduce Fire Damage'	'Reduce Fire Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1979	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	
1866	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2830	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1635	'Enhanced Water Orbs'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
600	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2506	'Skill Boost'	'Enhanced Light Attribute'	'Skill Boost'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	'Multi Boost'	
2978	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3226	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Skill Boost'	'Skill Boost'	'Dragon Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
293	'Reduce Fire Damage'	'Reduce Fire Damage'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1365	'Resistance-Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1813	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2689	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Skill Boost'	'Resistance-Dark'	'Resistance-Dark'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Resistance-Skill Bind'	NULL	
756	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Fire Attribute'	'Skill Boost'	'God Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
2571	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2239	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Skill Boost'	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	NULL	NULL	
232	'Two-Pronged Attack'	'Enhanced Light Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	
700	'Enhanced Wood Attribute'	'Enhanced Wood Orbs'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
3282	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Devil Killer'	'Devil Killer'	NULL	NULL	NULL	NULL	
3404	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1855	'Reduce Fire Damage'	'Reduce Fire Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2997	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Extend Time'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	NULL	
1999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2672	'Recover Bind'	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	
398	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1794	'Extend Time'	'Extend Time'	'Extend Time'	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	'Resistance-Skill Bind'	NULL	NULL	NULL	
419	'Enhanced Heart Orbs'	'Auto-Recover'	'Recover Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1187	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1463	'Enhanced Light Orbs'	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
2613	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2135	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
93	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1524	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1818	'Enhanced Light Orbs'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2825	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Enhanced Light Attribute'	'Balanced Killer'	NULL	NULL	NULL	
2875	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1173	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
285	'Enhanced Wood Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2511	'Skill Boost'	'Resistance-Bind'	'Extend Time'	'Resistance-Bind'	'Skill Boost'	'Extend Time'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Recover Bind'	
3403	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
172	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1092	'Reduce Wood Damage'	'Reduce Wood Damage'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
2763	'Resistance-Dark'	'Resistance-Dark'	'Resistance-Jammers'	'Resistance-Jammers'	'Resistance-Poison'	'Resistance-Poison'	'Resistance-Skill Bind'	'Extend Time'	'Skill Boost'	
3526	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Attacker Killer'	'Dragon Killer'	'God Killer'	NULL	NULL	NULL	
818	'Reduce Fire Damage'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
550	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1414	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1461	'Resistance-Bind'	'Auto-Recover'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
2729	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2992	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1106	'Auto-Recover'	'Enhanced Heal'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	
702	'Enhanced Light Attribute'	'Enhanced Light Orbs'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	
1327	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2560	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1089	'Enhanced Water Attribute'	'Enhanced Water Orbs'	'Enhanced Dark Attribute'	'Recover Bind'	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	
442	'Enhanced Water Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
149	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
505	'Enhanced Water Orbs'	'Reduce Water Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
790	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2756	'Skill Boost'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Attacker Killer'	NULL	
2590	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1070	'Enhanced Wood Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
2410	'Enhanced Dark Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'God Killer'	NULL	NULL	NULL	
2822	'Enhanced Water Orbs'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1417	'Enhanced Wood Orbs'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Resistance-Bind'	'Skill Boost'	'Resistance-Bind'	'Recover Bind'	'Two-Pronged Attack'	NULL	
2420	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	NULL	NULL	NULL	
3090	'Two-Pronged Attack'	'Recover Bind'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Dark Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Devil Killer'	
103	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
931	'Enhanced HP'	'Recover Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
886	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3288	'Extend Time'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
656	'Enhanced Dark Attribute'	'Enhanced Heart Orbs'	'Enhanced Dark Attribute'	'Skill Boost'	'God Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
3401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1592	'Skill Boost'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3223	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Extend Time'	'Two-Pronged Attack'	'God Killer'	NULL	NULL	NULL	
420	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2336	'Enhanced Wood Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1686	'Enhanced Dark Orbs'	'Resistance-Dark'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
1329	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
53	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3271	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Fire Attribute'	'Skill Boost'	'Enhanced Fire Orbs'	'Auto-Recover'	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	
1761	'Skill Boost'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1590	'Enhanced Fire Attribute'	'Enhanced Wood Attribute'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
1950	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1130	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2100	'Enhanced Light Attribute'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Multi Boost'	NULL	NULL	NULL	
1349	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1228	'Skill Boost'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3027	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Recover Bind'	NULL	NULL	NULL	NULL	NULL	
2289	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Water Orbs'	'Resistance-Skill Bind'	'Enhanced Water Orbs'	'Enhanced Heart Orbs'	'Enhanced Water Orbs'	'Extend Time'	NULL	
2824	'Enhanced Light Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Light Attribute'	'Devil Killer'	NULL	NULL	
1154	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3558	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	
1278	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1620	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
780	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1141	'Two-Pronged Attack'	'Reduce Water Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3548	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Multi Boost'	NULL	NULL	NULL	
2886	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
912	'Enhanced Fire Attribute'	'Enhanced Dark Attribute'	'Recover Bind'	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	
919	'Skill Boost'	'Enhanced Heart Orbs'	'Enhanced Fire Attribute'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	NULL	
2579	'Extend Time'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1135	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	
123	'Resistance-Bind'	'Resistance-Jammers'	'Resistance-Jammers'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	
34	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1335	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
344	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1063	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1126	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
72	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1133	'Reduce Water Damage'	'Reduce Water Damage'	'Reduce Water Damage'	'Reduce Water Damage'	'Reduce Water Damage'	'Enhanced Water Orbs'	'Skill Boost'	NULL	NULL	
2138	'Resistance-Poison'	'Resistance-Poison'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1116	'Resistance-Poison'	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Auto-Recover'	'Machine Killer'	'God Killer'	NULL	NULL	NULL	
2499	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Water Attribute'	'Auto-Recover'	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	
521	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
116	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1639	'Auto-Recover'	'Enhanced Heal'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1090	'Reduce Fire Damage'	'Reduce Fire Damage'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
311	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
