MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	AttributeTwo	MonsterTypeOne	MonsterTypeTwo	MaxLevel	MaxHP	MaxATK	MaxRCV	NumOfAwokenSkills	UNKNOWN	LeaderSkillDesc	MonsterCost	ActiveSkillMaxCoolDown	ActiveSkillMaxLevel	ExperienceScale	MonsterTypeThree	UNKNOWNTWO
2718	Original Goddess, Gaia Dragon	起源神・ガイア＝ドラゴン	10	3	0	1	12	99	5500	1700	180	4	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches. Machine type cards HP x1.5, ATK x1.5.	99	24	16	1600	0	0	
2719	Almighty God, Zeus Dragon	全能神・ゼウス＝ドラゴン	10	4	0	1	6	99	5000	2000	300	4	138	All attribute cards ATK x3 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x5 for each additional orb type, up to ATK x8 for all 6 matches. God type cards HP x1.5, ATK x1.5.	99	37	16	1600	0	0	
2720	Darkness Goddess, Hera Dragon	暗黒神・ヘラ＝ドラゴン	10	5	0	1	6	99	4800	2100	300	4	129	God type cards HP x1.5, ATK x1.5.	99	38	16	1600	0	0	
2721	Hephaestus	ヘパイストス	5	1	0	6	0	50	1658	756	77	0	124	All attribute cards ATK x2.5 when reaching Fire & Fire combos.	30	18	11	500	0	0	
2722	Awoken Hephaestus	覚醒ヘパイストス	6	1	1	6	5	99	3565	1655	173	3	138	All attribute cards ATK x2.5 when reaching Fire & Fire combos. ATK x1.5 when simultaneously clearing 3 connected Jammer orbs.	40	18	11	500	0	0	
2723	Flamtan	ホノタン	8	1	0	8	0	1	100	100	100	0	129	This card is required for Skill Transfer.	1	12	6	150	0	0	
2724	Bubtan	ミズタン	8	2	0	8	0	1	100	100	100	0	129	This card is required for Skill Transfer.	1	13	6	150	0	0	
2725	Woodtan	モクタン	8	3	0	8	0	1	100	100	100	0	129	This card is required for Skill Transfer.	1	14	7	150	0	0	
2726	Shyntan	ヒカタン	8	4	0	8	0	1	100	100	100	0	129	This card is required for Skill Transfer.	1	14	8	150	0	0	
2727	Badtan	ヤミタン	8	5	0	8	0	1	100	100	100	0	129	This card is required for Skill Transfer.	1	12	6	150	0	0	
2728	Maple	メイプル	4	5	0	5	0	50	770	770	70	0	66	All attribute cards ATK x2.5 when reaching 4 combos or above.	12	13	8	150	0	0	
2729	Donder Legend, Maple	伝説のドンだー・メイプル	5	5	4	5	0	99	1540	1733	158	2	138	All attribute cards ATK x2.5 when reaching 4 combos or above. Turn orb sound effects into Taiko noises.	22	13	8	300	0	0	
2730	Takkun	タックン	4	2	0	2	0	50	1123	540	118	0	138	Increases time limit of orb movement by 5 seconds. Turn orb sound effects into Taiko noises.	12	16	5	150	0	0	
2731	Time Guardians, Takkun & Tikkun	時の守護者・タックン＆チックン	5	2	4	2	0	99	2245	1215	265	2	15	Increases time limit of orb movement by 5 seconds.	22	16	5	300	0	0	
2732	Princess Soprano	ソプラノ姫	5	4	0	4	0	99	1620	1038	683	3	138	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x5 for all 5 matches. Turn orb sound effects into Taiko noises.	15	15	6	400	0	0	
2733	Princess Soprano and the Mysterious Orbs	ソプラノ姫と不思議なオーブ	6	4	3	4	0	99	1820	1238	783	7	61	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x5 for all 5 matches.	25	15	6	400	0	0	
2734	LINKA	リンカ	6	4	0	2	0	99	2835	1178	220	4	138	ATK x2 at 5 combos. ATK x1 for each additional combo, up to ATK x3 at 6 combos. Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb.	20	13	6	500	0	0	
2735	GC Navigator, LINKA	GCナビゲーター・リンカ	7	4	4	2	0	99	3035	1378	320	7	138	ATK x2 at 5 combos. ATK x1 for each additional combo, up to ATK x3 at 6 combos. Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb.	30	13	6	500	0	0	
2736	Dragon Caller, Sonia Gran Reverse	龍喚士・ソニア＝グラン＝リバース	7	5	4	1	0	99	2658	1505	390	3	129	Dragon type cards HP x1.35, ATK x1.35.	40	25	11	600	0	0	
2737	Dusking Dragon Caller, Sonia Gran Reverse	最果ての龍喚士・ソニア＝グラン＝リバース	8	5	4	1	0	99	2808	1605	420	9	129	Dragon type cards HP x2, ATK x1.5.	50	25	11	600	0	0	
2738	Original Goddess of Decision, Gaia	断決の起源神・ガイア	8	3	3	6	5	99	2465	1840	494	5	129	Attacker type cards ATK x3.5.	45	19	15	400	0	0	
2739	Reincarnated Burning Phoenix Knight, Homura	転生バーンフェニックスナイト・ホムラ	7	1	1	2	6	99	3134	1373	419	5	129	Balanced type cards ATK x2.5, RCV x2.	34	9	5	800	12	0	
2740	Reincarnated Torrential Fenrir Knight, Kamui	転生フラッドフェンリルナイト・カムイ	7	2	2	2	9	99	3137	1453	356	5	129	Balanced type cards ATK x3.5.	34	9	5	800	12	0	
2741	Reincarnated Ancient Dragon Knight, Zeal	転生エンシェントドラゴンナイト・セロ	7	3	3	1	2	99	3238	1412	366	5	129	Dragon type cards ATK x3.5.	34	9	5	800	12	0	
2742	Reincarnated Godly Knight of the Sky, Verche	転生スカイゴッドナイト・ヴァーチェ	7	4	4	6	2	99	3079	1397	408	5	129	God type cards ATK x2.5, RCV x2.	34	9	5	800	12	0	
2743	Reincarnated Chaos Dragon Knight, Voice	転生カオスドラゴンナイト・ヴォイス	7	5	5	1	2	99	3197	1436	345	5	129	Dragon type cards HP x2, ATK x2.5.	34	9	5	800	12	0	
2744	Enthusiast Red Dragonbound, Gadius	忘我の赤龍契士・ガディウス	7	1	4	1	4	99	3063	1204	753	8	138	Dragon type cards HP x1.35. All attribute cards ATK x3 when reaching 1 set of Heart combo. ATK x3.5 for each additional combo, up to ATK x6.5 when reaching 2 combos.	60	16	8	500	0	0	
2745	Chaotic Black Dragonbound, Typhon	滅法の黒龍契士・ティフォン	8	5	2	1	2	99	4013	1646	386	9	138	Dragon type cards HP x1.35. ATK x2 when simultaneously clearing 3 connected Heart orbs. ATK x1.5 for each additional orb, up to ATK x6.5 at 6 connected orb.	70	16	8	500	0	0	
2746	One-Eyed Hell Phantom Demon, Zuoh	隻眼の獄幻魔・ズオー	7	5	3	9	3	99	4695	1621	0	8	124	All attribute cards ATK x3.5 when reaching Dark, Dark & Wood or Dark & Wood & Wood combos. ATK x2.5 for each additional combo, up to ATK x6 when reaching Dark, Dark, Wood & Wood 4 combos combination.	60	14	7	500	0	0	
2747	Awoken Ares	覚醒アレス	7	1	3	9	5	99	3012	2244	200	8	138	Fire attribute cards HP x2, ATK x2. All attribute cards ATK x3 when reaching Fire & Wood combos.	35	12	5	400	0	0	
2748	Awoken Hermes	覚醒ヘルメス	7	2	1	9	5	99	2274	1998	564	8	138	Water attribute cards HP x2, ATK x2. All attribute cards ATK x3 when reaching Water & Fire combos.	35	12	5	400	0	0	
2749	Awoken Artemis	覚醒アルテミス	7	3	2	5	9	99	2540	1965	501	8	138	Wood attribute cards HP x2, ATK x2. All attribute cards ATK x3 when reaching Wood & Water combos.	35	12	5	400	0	0	
2750	Awoken Apollo	覚醒アポロン	7	4	3	4	5	99	2758	1853	516	8	138	Light attribute cards HP x1.5, ATK x1.5, RCV x1.5. All attribute cards ATK x3 when reaching Light & Wood combos.	35	12	5	400	0	0	
2751	Awoken Persephone	覚醒ペルセポネ	7	5	2	5	9	99	2639	1707	630	8	138	Dark attribute cards HP x1.5, ATK x1.5, RCV x1.5. All attribute cards ATK x3 when reaching Dark & Water combos.	35	12	5	400	0	0	
2752	Celestial Guardian Dragon, Avalon Drake	天空の守護龍・アヴァロンドレイク	7	3	4	6	1	99	4075	1509	250	8	138	Wood attribute & God type cards HP x2, ATK x2. All attribute cards ATK x2 when reaching Wood & Light combos.	40	19	8	400	12	0	
2753	Whirlwind Dragon Emperor, Sevenzard	旋龍帝・セブンザード	6	3	0	1	0	99	3504	1101	251	3	129	Balanced & Dragon type cards ATK x2, RCV x2.	50	21	16	500	0	0	
2754	Rainbow Wing Whirlwind Dragon Emperor, Sevenzard	虹翼の旋龍帝・セブンザード	7	3	5	1	2	99	3804	1301	301	6	119	ATK x2.5 when simultaneously clearing 4 connected Poison or Mortal Poison orbs.	80	21	16	500	0	0	
2755	Four Noble Ones, Xiang Mei	四君子・シャンメイ	8	1	0	4	0	99	2512	1803	901	4	138	Healer type cards HP x1.5, ATK x2. All attribute cards ATK x3 when reaching 2 set of Heart combos. ATK x1.5 for each additional combo, up to ATK x4.5 when reaching 3 combos.	80	12	6	999.9999	0	0	
2756	Crimson Orchid Virtue, Xiang Mei	紅蘭の君子・シャンメイ	9	1	0	4	0	99	2812	1903	1001	8	138	Healer type cards HP x1.5, ATK x2. All attribute cards ATK x3 when reaching 2 set of Heart combos. ATK x1.5 for each additional combo, up to ATK x4.5 when reaching 3 combos.	99	12	6	999.9999	0	0	
2757	Four Noble Ones, You Yu	四君子・ヨウユウ	8	2	0	5	0	99	3328	2106	325	4	124	All attribute cards ATK x1.5 when reaching 2 set of Water combos. ATK x0.5 for each additional combo, up to ATK x2.5 when reaching 4 combos.	80	12	6	999.9999	0	0	
2758	Blue Bamboo Virtue, You Yu	蒼竹の君子・ヨウユウ	9	2	0	5	0	99	3655	2606	325	9	124	All attribute cards ATK x1.5 when reaching 2 set of Water combos. ATK x0.5 for each additional combo, up to ATK x2.5 when reaching 4 combos.	99	12	6	999.9999	0	0	
2759	Four Noble Ones, Xiu Min	四君子・シュウミン	8	4	0	3	0	99	6520	891	0	4	138	All attribute cards ATK x2.5 when reaching Light & Light combos. ATK x2 when simultaneously clearing 5 connected Light orbs. ATK x1 for each additional orb, up to ATK x7 at 10 connected orb.	80	15	6	999.9999	0	0	
2760	Yellow Chrysanthemum Virtue, Xiu Min	黄菊の君子・シュウミン	9	4	0	3	0	99	7011	1465	0	8	138	All attribute cards ATK x2.5 when reaching Light & Light combos. ATK x2 when simultaneously clearing 5 connected Light orbs. ATK x1 for each additional orb, up to ATK x7 at 10 connected orb.	99	15	6	999.9999	0	0	
2761	Four Noble Ones, Xin Hua	四君子・シンファ	8	5	0	2	0	99	4096	1614	429	4	129	Balanced type cards ATK x2, RCV x2.	80	12	6	999.9999	0	0	
2762	Purple Plum Virtue, Xin Hua	紫梅の君子・シンファ	9	5	0	2	0	99	4496	1714	599	8	129	Balanced type cards ATK x2, RCV x2.	99	12	6	999.9999	0	0	
2763	Moogle	モーグリ	4	4	0	4	3	99	3211	10	540	9	129	Healer type cards HP x1.5, ATK x1.5, RCV x1.5.	8	4	2	300	0	0	
2764	Cloud & Fenrir	クラウド＆フェンリル	8	4	4	5	12	99	2873	2009	488	7	133	All attribute cards ATK x3 on the turn a skill is used. ( Multiple skills will not stack )	32	12	6	400	0	0	
2765	One-Winged Angel, Sephiroth	片翼の天使・セフィロス	8	5	5	5	9	99	3735	2302	63	7	138	All attribute cards ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x3 for all 5 matches. Attacker & Devil type cards ATK x3, RCV x1.5.	32	18	6	400	0	0	
2766	Unwavering Summoner, Yuna	覚悟の召喚士・ユウナ	8	4	2	4	5	99	2838	1778	646	7	98	ATK x1.5 at 6 combos. ATK x0.5 for each additional combo, up to ATK x3 at 9 combos.	32	14	6	400	0	0	
2767	Cecil	セシル	6	5	0	5	9	99	2498	1803	328	4	124	All attribute cards ATK x2 when reaching 2 set of Dark combos. ATK x2 for each additional combo, up to ATK x4 when reaching 3 combos.	12	14	6	400	0	0	
2768	Dark Knight, Cecil	暗黒騎士・セシル	7	5	5	5	9	99	2798	2153	428	9	129	Dark attribute cards ATK x2, RCV x2.	22	14	6	400	0	0	
2769	Paladin, Cecil	パラディン・セシル	7	4	5	5	3	99	5102	1596	78	9	138	Light attribute cards ATK x2.5, RCV x2. All attribute cards ATK x3 when reaching Light & Dark combos.	22	14	6	400	0	0	
2770	Bartz	バッツ	5	3	0	2	0	50	1548	624	146	0	124	All attribute cards ATK x3 when reaching Wood & Wood combos.	12	25	11	400	0	0	
2771	Adventurous Wind, Bartz	探求の風・バッツ	6	3	4	2	0	99	3495	1455	328	9	129	Balanced type cards HP x1.5, ATK x1.5.	22	15	6	400	0	0	
2772	Terra	ティナ	5	1	0	5	0	50	1006	797	192	0	124	All attribute cards ATK x3 when reaching Fire & Light combos.	12	25	11	400	0	0	
2773	Trance Terra	トランス・ティナ	6	1	4	5	0	99	2513	1793	433	9	129	Attacker type cards HP x1.5, ATK x1.5.	22	14	7	400	0	0	
2774	Shantotto	シャントット	5	5	0	5	0	50	1318	934	22	0	119	ATK x2.5 when simultaneously clearing 5 connected Wood or Dark orbs.	12	17	6	400	0	0	
2775	Menacing Black Mage, Shantotto	最凶の黒魔道士・シャントット	6	5	3	5	9	99	3035	2153	50	9	119	ATK x2.5 when simultaneously clearing 5 connected Wood or Dark orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	22	17	6	400	0	0	
2776	Vaan	ヴァン	5	4	0	5	0	50	1798	742	12	0	138	Light attribute cards HP x1.5, ATK x1.5. ATK x1.5 when simultaneously clearing 4 connected Fire orbs.	12	17	6	400	0	0	
2777	Novice Sky Pirate, Vaan	かけだしの空賊・ヴァン	6	4	1	5	3	99	4095	1670	28	9	138	Light attribute cards HP x2, ATK x1.5. ATK x2 when simultaneously clearing 4 connected Fire orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb.	22	17	6	400	0	0	
2778	Lightning	ライトニング	6	4	0	5	4	50	1253	722	221	0	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 when simultaneously clearing 5 connected Light orbs.	12	16	7	400	0	0	
2779	Knight of Etro, Lightning	女神の騎士・ライトニング	7	4	4	5	4	99	2505	1640	498	4	119	ATK x2 when simultaneously clearing 5 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x2.5 at 6 connected orb.	22	16	7	400	0	0	
2780	Savior, Lightning	解放者・ライトニング	8	4	4	5	4	99	3475	1790	598	9	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x5 for all 5 matches. ATK x2.5, RCV x2.5 when simultaneously clearing 5 connected Light orbs.	32	16	7	400	6	0	
2781	Y'shtola	ヤ・シュトラ	5	2	0	4	0	50	1054	713	228	0	119	ATK x2.5 when simultaneously clearing 5 connected Heart orbs.	12	14	6	400	0	0	
2782	Scion of the Seventh Dawn, Y'shtola	暁の血盟・ヤ・シュトラ	6	2	3	4	5	99	2408	1605	573	5	151	Reduce damage taken by 50% after matching Heal orbs in a cross formation.	22	14	6	400	0	0	
2783	Rain	レイン	4	1	0	2	0	50	1445	612	122	0	129	Fire attribute cards HP x1.5, ATK x1.5, RCV x1.5.	10	15	6	400	0	0	
2784	Royal Knight, Rain	王国の騎士・レイン	5	1	4	2	0	99	2890	1378	275	3	129	Fire attribute cards HP x2, ATK x1.5, RCV x1.5.	20	15	6	400	0	0	
2785	Ultimecia	アルティミシア	5	5	4	9	0	99	2666	1733	259	2	119	ATK x2 when simultaneously clearing 3 connected Jammer orbs. ATK x0.5 for each additional orb, up to ATK x3 at 5 connected orb.	12	15	11	300	0	0	
2786	Trance Kuja	トランス・クジャ	5	1	5	5	0	99	2371	1922	238	2	129	Attacker type cards HP x1.5, RCV x1.5.	12	22	11	300	0	0	
2787	Braska's Final Aeon	ブラスカの究極召喚	5	2	5	3	0	99	4061	1325	86	2	138	Physical type cards ATK x1.5, RCV x1.5. 100% chance to deal counter Dark damage of 1x damage taken.	12	25	11	300	0	0	
2788	Shadow Lord	闇の王	5	5	5	9	0	99	3497	1514	142	2	129	Dark attribute cards HP x1.5, RCV x1.5.	12	25	11	300	0	0	
2789	Gabranth	ガブラス	5	3	5	3	0	99	3866	1522	26	2	129	Physical type cards ATK x2.	12	25	11	300	0	0	
2790	Orphan, First Form	オーファン・第1形態	5	4	0	6	0	50	1637	674	118	0	129	Light attribute cards HP x1.5, ATK x1.5, RCV x1.5.	12	21	11	400	0	0	
2791	Orphan, Second Form	オーファン・第2形態	6	4	5	6	9	99	3275	1518	265	2	129	Light attribute cards HP x1.5, ATK x1.5, RCV x1.5.	22	21	11	400	0	0	
2792	Cecil's Dark Sword	セシルの暗黒の剣	5	5	0	8	0	1	100	500	60	0	0	..	1	14	6	150	0	0	
2793	Bartz's Brave Blade	バッツのブレイブブレイド	5	3	0	8	0	1	100	500	60	0	0	..	1	25	11	150	0	0	
2794	Terra's Enhancer	ティナのエンハンスソード	5	1	0	8	0	1	100	500	60	0	0	..	1	25	11	150	0	0	
2795	Shantotto's Iridal Staff	シャントットのイリダルスタッフ	5	5	0	8	0	1	100	500	60	0	0	..	1	17	6	150	0	0	
2796	Vaan's Zwill Crossblade	ヴァンのゾーリンシェイプ	5	4	0	8	0	1	100	500	60	0	0	..	1	17	6	150	0	0	
2797	Lightning's Blazefire Saber	ライトニングのブレイズエッジ	5	4	0	8	0	1	100	500	60	0	0	..	1	16	7	150	0	0	
2798	Y'shtola's Thyrus	ヤ・シュトラのタイラス	5	2	0	8	0	1	100	500	60	0	0	..	1	14	6	150	0	0	
2804	Shuten-doji	酒呑童子	6	1	5	9	0	99	3007	1805	142	3	138	Devil type cards HP x1.5, ATK x1.5, RCV x1.5. Fire attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )	40	18	11	500	0	0	
2805	Demon Leader, Shuten-doji	悪鬼の首領・酒呑童子	7	1	5	9	5	99	3207	1905	152	7	129	Devil type cards HP x1.5, ATK x1.5, RCV x1.5.	50	18	11	500	0	0	
2806	War God of Protection, Takeminakata	鎮護の大軍神・タケミナカタ	7	4	1	6	3	99	4228	1121	395	6	138	Physical type cards ATK x3.5 when HP is less than 50%. Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb.	70	15	11	500	0	0	
2807	Colorful Queen, Hera-Beorc	彩王妃・ヘラ・ベオーク	8	3	5	9	6	99	3456	1815	274	6	129	Devil type cards ATK x3, RCV x1.5.	70	14	7	500	0	0	
2808	Green Light's Blossom, Kaguya-Hime	翠光の月天花・かぐや姫	8	3	4	4	6	99	2795	1409	653	5	133	Wood attribute cards ATK x4, RCV x1.5 on the turn a skill is used. ( Multiple skills will not stack )	40	14	11	400	0	0	
2809	Ecstatic Mythical Beast Demon, Aamir	恍惚の幻獣魔・アーミル	7	5	3	9	4	99	2505	1413	728	5	125	All attribute cards HP x1.5, ATK x3 when One-Eyed Hell Phantom Demon, Zuoh in the same team.	50	18	11	400	0	0	
2810	Sincere Class Monitor, Athena	誠意の学級委員長・アテナ	8	3	4	6	4	99	2710	2005	683	9	138	Wood attribute cards HP x1.5, ATK x3. All attribute cards RCV x1.5 on the turn a skill is used. ( Multiple skills will not stack )	60	15	11	500	5	0	
2811	Sacred Discipline Committee Chair, Athena	神聖の風紀委員長・アテナ	8	3	3	6	5	99	2710	2005	683	9	129	Wood attribute cards HP x1.5, ATK x3.	60	15	11	500	4	0	
2812	Beautiful and Intelligent Scholarship Student, Isis	才色兼備の特待生・イシス	7	2	5	5	4	99	2538	1655	673	8	61	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4 for all 5 matches.	35	8	6	400	0	0	
2813	Light Music Club's Kirin Princess, Sakuya	軽音部の麒麟姫・サクヤ	8	2	3	1	2	99	3378	1570	504	9	138	All attribute cards ATK x5 when attacking with Fire, Water, Wood & Light orb types at the same time. ATK x1.2 at 6 combos. ATK x0.2 for each additional combo, up to ATK x2 at 10 combos.	40	15	6	400	12	0	
2814	Library Room's Manager God, Kali	図書室の管理神・カーリー	8	3	5	6	4	99	3325	1774	355	9	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches. ATK x2 when simultaneously clearing 5 connected Wood orbs. ATK x0.5 for each additional orb, up to ATK x2.5 at 6 connected orb.	70	12	6	500	0	0	
2815	Newspaper Club's Reporter, Sarutobi Sasuke	新聞部の特命記者・猿飛佐助	5	2	3	5	9	99	2397	1886	216	6	129	Attacker type cards HP x2, ATK x2.5.	25	10	6	400	0	0	
2816	Pet Caretaking's Club, Red Riding Hood	飼育部の元気娘・赤ずきん	4	1	1	4	3	99	3003	810	511	6	129	Physical & Healer type cards HP x1.5, ATK x1.5.	16	9	6	300	0	0	
2817	Fortune-telling Club President, Snow White	占い部の名物部長・白雪姫	4	2	2	3	6	99	2851	863	522	6	129	Physical & God type cards HP x1.5, ATK x1.5.	16	9	6	300	0	0	
2818	Go-Home Club's Tomboy, Thumbelina	帰宅部のおてんば娘・おやゆび姫	4	3	3	5	4	99	1415	1613	504	6	129	Healer & Attacker type cards HP x1.5, ATK x1.5.	16	9	6	300	0	0	
2819	Drama Club's Heroine, Cinderella	演劇部のヒロイン・シンデレラ	4	4	4	3	6	99	3030	802	507	6	129	Physical & God type cards HP x1.5, ATK x1.5.	16	9	6	300	0	0	
2820	Book Club's Literary Princess, Sleeping Beauty	読書部の才媛・ねむり姫	4	5	5	2	9	99	2530	1372	315	6	129	Balanced & Devil type cards HP x1.5, ATK x1.5.	16	9	6	300	0	0	
2821	Volleyball Club's Devil, Theurgia	バレー部の悪魔・テウルギア	5	1	3	5	9	99	2650	1700	246	9	136	Fire attribute cards ATK x2. Wood attribute cards ATK x2. ATK x4 if both attributes are met.	20	10	7	400	0	0	
2822	Newspaper Club's New Member, Waron	新聞部の新人・ウォーロン	3	2	2	1	0	99	1812	815	31	2	129	Dragon type cards ATK x1.5, RCV x1.5.	8	10	6	150	0	0	
2823	Aloof Delinquent, Dark Dragon Swordsman	孤高のヤンキー・闇の龍剣士	3	5	5	1	0	99	1032	912	221	2	129	Dragon type cards HP x1.5, ATK x1.5.	8	9	6	150	0	0	
2824	Guardian of Metropolis, Superman	メトロポリスの守護者・スーパーマン	7	4	1	5	3	99	3915	1977	110	7	138	Physical & Attacker type cards HP x1.5, ATK x1.5. Light attribute cards ATK x3.5.	35	13	6	400	0	0	
2825	Invincible Heroine, Wonder Woman	無敵の戦士・ワンダーウーマン	6	3	4	5	6	99	2993	1760	103	6	129	Attacker type cards ATK x2, RCV x2.	30	13	6	300	0	0	
2826	Knightmare Batman	ナイトメアバットマン	5	5	0	9	0	50	2258	890	127	0	138	ATK x4 when simultaneously clearing 6 connected Dark orbs. ATK x2, reduce damage taken by 50% after matching Heal orbs in a cross formation.	15	15	6	500	0	0	
2827	Armored Batman	アーマード・バットマン	6	5	0	9	12	99	4515	2003	285	5	138	ATK x4 when simultaneously clearing 6 connected Dark orbs. ATK x2, reduce damage taken by 50% after matching Heal orbs in a cross formation.	25	15	6	500	0	0	
2828	Charging Superman Soldier	突撃・スーパーマンの信者	3	5	0	5	0	70	1111	674	46	0	0	..	8	13	8	150	0	0	
2829	Assault Superman Soldier	銃撃・スーパーマンの信者	3	5	0	5	0	70	1073	718	50	0	0	..	8	13	8	150	0	0	
2830	Entrepreneur, Lex Luthor	企業家・レックス・ルーサー	5	4	0	2	0	50	1198	542	228	0	138	All attribute cards ATK x2.5 when reaching 4 combos or above. Increases time limit of orb movement by 1 seconds.	10	24	12	300	0	0	
2831	Genius Scientist, Lex Luthor	天才科学者・レックス・ルーサー	6	4	5	2	9	99	2395	1220	513	2	138	All attribute cards ATK x2.5 when reaching 4 combos or above. Increases time limit of orb movement by 1 seconds.	20	24	12	300	0	0	
2832	Artificial Lifeform, Doomsday	人工生命体・ドゥームズデイ	5	5	0	9	0	50	1668	770	46	0	138	Devil type cards HP x2, RCV x1.5. ATK x2 when simultaneously clearing 3 connected Jammer orbs.	12	15	11	400	0	0	
2833	Immortal Enemy, Doomsday	不死身の敵・ドゥームズデイ	6	5	1	9	3	99	3335	1733	103	2	138	Devil type cards HP x2, RCV x1.5. ATK x2 when simultaneously clearing 3 connected Jammer orbs.	22	15	11	400	0	0	
2834	Superman's Emblem	スーパーマンのエンブレム	5	4	0	8	0	1	500	200	100	0	0	..	1	13	6	150	0	0	
2835	Supergirl's Emblem	スーパーガールのエンブレム	5	4	0	8	0	1	500	200	100	0	0	..	1	12	5	150	0	0	
2836	Batman's Emblem	バットマンのエンブレム	5	5	0	8	0	1	500	200	100	0	0	..	1	15	6	150	0	0	
2837	Hanuman	ハヌマーン	6	3	0	5	0	99	4212	1403	-100	3	119	ATK x2 when simultaneously clearing 3 connected Jammer orbs. ATK x0.5 for each additional orb, up to ATK x3.5 at 6 connected orb.	40	22	21	500	0	0	
2838	White Monkey Retainer, Hanuman	忠心の白猿臣・ハヌマーン	7	3	2	5	3	99	4512	1703	-100	7	119	ATK x2 when simultaneously clearing 3 connected Jammer orbs. ATK x0.5 for each additional orb, up to ATK x3.5 at 6 connected orb.	50	22	21	500	0	0	
2875	Purifying Thunder Dragon, Sedin	浄雷龍・セディン	6	1	4	1	0	99	2012	1313	124	2	129	Dragon type cards HP x1.5, RCV x1.5.	20	16	8	400	0	0	
2876	Abyssal Shark Dragon, Toa	溟鮫龍・トア	6	2	5	1	0	99	2638	901	179	2	138	Water attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack ) Dragon type cards HP x1.5, RCV x1.5.	20	15	7	400	0	0	
2877	Storm Hawk Dragon, Kuarje	嵐鷹龍・クァージェ	6	3	4	1	0	99	1579	1073	410	2	138	Wood attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack ) Dragon type cards HP x1.5, RCV x1.5.	20	15	6	400	0	0	
2878	Gleaming Rabbit Dragon, Fragrem	煌兎龍・フラグレム	6	4	1	1	0	99	1934	1262	179	2	138	Light attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack ) Dragon type cards HP x1.5, RCV x1.5.	20	15	6	400	0	0	
2879	Destroying Thunder Dragon, Dorva	滅雷龍・ドルヴァ	6	5	2	1	0	99	2377	1308	4	2	138	ATK x2 when simultaneously clearing 3 connected Heart orbs. Dragon type cards HP x1.5, RCV x1.5.	20	16	8	400	0	0	
2880	Flamzeal	ファジール	3	1	0	1	0	30	823	529	46	0	0	..	8	11	6	150	0	0	
2881	Icezeal	アイジール	3	2	0	1	0	30	842	443	61	0	0	..	8	11	6	150	0	0	
2882	Woodzeal	ウィジール	3	3	0	1	0	30	683	523	74	0	0	..	8	10	6	150	0	0	
2883	Shynzeal	ライジール	3	4	0	1	0	30	865	548	23	0	0	..	8	11	6	150	0	0	
2884	Badzeal	シャジール	3	5	0	1	0	30	914	571	2	0	0	..	8	7	6	150	0	0	
2885	Machine Star's Memory, Windsor	機星の記憶・ウィンザー	7	4	0	7	0	1	500	250	0	0	0	..	50	0	0	150	0	0	
2886	Machine Star's Right Hand, Aquor	機星の右手・アクオル	7	4	0	7	0	1	500	250	0	0	0	..	50	0	0	150	0	0	
2887	Machine Star's Left Hand, Frahje	機星の左手・フラージ	7	4	0	7	0	1	500	250	0	0	0	..	50	0	0	150	0	0	
2888	Machine Star's Right Leg, Trigo	機星の右足・トライゴ	7	4	0	7	0	1	500	250	0	0	0	..	50	0	0	150	0	0	
2889	Machine Star's Left Leg, Dukdey	機星の左足・ダクディ	7	4	0	7	0	1	500	250	0	0	0	..	50	0	0	150	0	0	
