min_cooldown	effect	name	max_cooldown	
7	Deal 100000 damage to 1 enemy. Ignore enemy element and defense. Change Heart & Jammer orbs to Light orbs.	Pegasus Suiseiken	12	
8	Randomly spawn 6 Wood orbs from non Wood orbs. Wood attribute ATK x1.5 for 3 turns.	Penetrating Arrow	14	
4	35% damage reduction for 1 turn.	Pe, pe, pe, pper!	4	
14	35% damage reduction for 2 turns. Healer type cards ATK x2 for 2 turns.	Performance of Judgement	25	
1	Inflict Water damage equal to ATK x2 to all enemies. Affected by enemy element and defense.	Petit Cold Breath	2	
1	Inflict Fire damage equal to ATK x2 to all enemies. Affected by enemy element and defense.	Petit Heat Breath	2	
1	Inflict Wood damage equal to ATK x2 to all enemies. Affected by enemy element and defense.	Petit Wind Breath	2	
8	Change top-most row into Dark orbs. Reduces cooldown of other skills by 1 turn.	Phantom Charge	13	
13	Dragon type cards ATK x2 for 1 turn. Reduce 15% of all enemies' HP. Ignore enemy element and defense.	Pirate Dragon's Might	22	
3	Deal 25000 Wood damage to all enemies. Affected by enemy element and defense.	Plant Ball	9	
13	Inflict Wood damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense.	Plant Gift	13	
4	Deal 25000 Light damage to all enemies. Affected by enemy element and defense.	Plasma Ball	9	
3	Inflict Light damage equal to ATK x5 to all enemies. Affected by enemy element and defense.	Plasma Breath	10	
5	Deal 30000 Light damage to all enemies. Affected by enemy element and defense. Enhance Light orbs. +6% per orb, up to +180% for full board.	Plasma Cannon	20	
7	Change right-most column into Light orbs. Reduces cooldown of other skills by 1 turn.	Plasma Signal	12	
13	Change top-most row & bottom-most row into Fire orbs.	Please. Give me the power.	18	
15	Inflict Poison damage equal to ATK x2 to all enemies every turn. Ignore enemy element and defense.	Poison Death Mist	20	
15	Inflict Poison damage equal to ATK x8 to all enemies every turn. Ignore enemy element and defense. Inflict Water damage equal to ATK x10 to all enemies. Affected by enemy element and defense.	Poison Fang of Temptation	25	
10	Devil type cards ATK x1.5 for 1 turn. Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense.	Poison Mist	15	
11	Change all orbs to Fire, Water & Wood & Light & Dark & Jammer orbs. Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense.	Poisonous Fang of Transformation	21	
5	Change top-most row into Poison orbs. 50% damage reduction for 1 turn.	Poison Shout	10	
11	Inflict Light damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense. Light attribute ATK x3 for 1 turn.	Pompurin Dance	15	
10	Inflict Light damage equal to ATK x50 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Attacker type cards ATK x1.5 for 1 turn.	Powerful High Kick	20	
3	Switch places with leader card. Use again to switch back.	Prehistoric Wisdom	6	
8	Balanced type cards ATK x2 for 1 turn. Reduces cooldown of other skills by 1 turn.	Preparation Rush nya!	11	
7	Removes lock status on orbs. Change Dark orbs to Water orbs, Wood orbs to Light orbs.	Princess' Loyal Attendant	12	
8	Delay 1 turn to all enemies. Removes lock status on orbs.	Princess Smile	11	
8	Change Heart, Jammer, Poison & Mortal Poison orbs to Light orbs. Increase skyfall chance of Light orbs by 15% for 3 turns.	Princess who guides the Paladins	13	
8	Change all orbs to Fire, Water & Wood & Light & Dark & Heart & Jammer orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.	Prism Fire	18	
10	Change Wood, Heart, Jammer, Poison & Mortal Poison orbs to Light orbs. Increase skyfall chance of Light orbs by 15% for 4 turns.	Promise Bouquet - Light	15	
6	Change Wood orbs to Heart orbs. Bind recovery for 3 turns.	Protection Magic - Dark	11	
6	Change Water orbs to Heart orbs. Bind recovery for 3 turns.	Protection Magic - Fire	11	
6	Change Water orbs to Heart orbs. Bind recovery for 3 turns.	Protection Magic - Light	11	
6	Change Wood orbs to Heart orbs. Bind recovery for 3 turns.	Protection Magic - Water	11	
6	Change Fire orbs to Heart orbs. Bind recovery for 3 turns.	Protection Magic - Wood	11	
8	75% damage reduction for 1 turn.	Protection of Divine Wisdom	11	
9	50% damage reduction for 1 turn. Change Heart & Dark orbs to Water orbs.	Protection of the Blue Monarch	15	
7	Counter 5x damage taken with Light for 4 turns. Change Water, Jammer, Poison & Mortal Poison orbs to Light orbs.	Proud Impulse	11	
7	Randomly spawn 6 Heart orbs from non Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Pumpkin Season	12	
9	Change all orbs to Fire, Water & Wood & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Pureblood Pillar	14	
8	Removes lock status on orbs. Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.	Purging Thunderdrums	13	
6	All attribute cards RCV x1.5 for 4 turns. Change Jammer, Poison & Mortal Poison orbs to Heart orbs.	Purify Mode	21	
7	Randomly spawn 3 Dark & Heart orbs from non Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Purple Season	12	
11	Increases time limit of orb movement by 5 seconds for 3 turns. Dragon type cards ATK x1.5 for 1 turn.	Puzzle & Dragons	21	
15	Increases time limit of orb movement by 200% for 2 turns. Dragon type cards ATK x2 for 2 turns.	Puzzle & Dragons W	25	
3	Deal 99 damage to 1 enemy. Ignore enemy element and defense. Reduce enemies' defense by 50% for 1 turn. Effects carry forward on sweep.	Quick Bomb	10	
4	Recover RCV x8 HP. Bind recovery for 3 turns.	Quick Cure	11	
3	15% damage reduction for 1 turn. Bind recovery for 2 turns.	Quick Guard	7	
3	Recover RCV x5 HP. Bind recovery for 2 turns.	Quick Heal	8	
8	Change Water & Heart orbs to Fire orbs. Increase skyfall chance of Fire orbs by 15% for 2 turn.	Raging Blaze	12	
7	Deal 440 damage to 1 enemy. Ignore enemy element and defense.	Raging Fireball	8	
7	Bind recovery for 4 turns. Give 7 seconds to move orbs without triggering matches.	Rainbow Magnet	12	
6	Removes lock status on orbs. Change Heart orbs to Light orbs.	Ranma, you jerk!	11	
15	Activate a random skill. This includes: Ultra Gravity, Shower of Healing, Force, Heroic Dragon Guard, Five Colored Alchemy, Orb Transformation	Rare Power	15	
5	Recover 300 HP.	Ray of Healing	10	
10	Change Dark & Heart orbs to Wood orbs. Recover 20% of max HP. Bind recovery for 2 turns.	Recovering Chance	14	
8	All attribute cards RCV x2 for 4 turns. Bind recovery for 4 turns.	Recovery Encouragement	12	
12	Inflict damage equal to ATK x10 to 1 enemy. Affected by enemy element and defense. Healer type cards ATK x3 for 1 turn.	Recovery Enhancement	17	
10	Attacker type cards ATK x2.5 for 2 turns. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.	Red Crest	15	
4	Enhance Fire orbs. +6% per orb, up to +180% for full board. Increases time limit of orb movement by 2 seconds for 1 turn.	Reversal Flame	8	
10	Change all orbs to Fire, Wood & Heart orbs. Reduces cooldown of other skills by 1 turn.	Revolution Change	15	
4	Activate a random skill. This includes: Blessed Night Rain, Gentle Morning Rain	Rhythm of the Falling Rain	19	
4	Randomly spawn 3 Light orbs from non Light orbs.	Rice Cake Warding Prayer	9	
7	Increase skyfall chance of Dark orbs by 15% for 3 turns. Reduces cooldown of other skills by 1 turn.	Rising Dark	17	
7	Enhance Fire, Wood, Light, Dark & Heart orbs. +6% per orb. Reduces cooldown of other skills by 1 turn.	Rising Sun Sparkle	12	
3	Change Fire & Heart orbs to Jammer orbs.	Rising Sun's Roar	8	
7	Change Fire orbs to Water orbs, Heart orbs to Wood orbs.	Ritual of the Mountain and Sea	11	
14	Delay 1 turn to all enemies. Enhance Water orbs. +6% per orb, up to +180% for full board.	Roar of the Time-Sea	23	
8	Physical type cards ATK x2.5 for 1 turn. Reduces time limit of orb movement to 25% for 1 turn.	Robotic Weapon	18	
2	Inflict Wood damage equal to ATK x5 to all enemies. Affected by enemy element and defense.	Rock Breath	10	
7	50% damage reduction for 1 turn.	Rock Shield	12	
10	Deal 35000 Wood damage to all Water enemies. Affected by enemy element and defense.	Rock Strike	15	
7	Randomly spawn 4 Fire orbs from non Fire orbs. Reduces cooldown of other skills by 1 turn.	Rose Flare	17	
8	Dragon type cards ATK x2.5 for 2 turns. Inflict Wood damage equal to ATK x30 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense.	Rouzan Shoryuha	12	
5	Randomly spawn 5 Wood orbs from non Wood orbs.	Royal Gale	10	
15	Reduce 30% of all enemies' HP. Ignore enemy element and defense.	Royal Gravity	25	
14	ATK x1 + ( 0.15x for every Enhanced Fire Orbs, Enhanced Light Orbs, Enhanced Heart Orbs on the team ) for 2 turns.	Ruby of Charity	19	
12	Reduces cooldown of other skills by 2 turns.	Rudraksha	17	
12	Dark & Light attribute cards ATK x2 for 3 turns. Reduces cooldown of other skills by 1 turn.	Rune Enhance, Dark & Light	16	
12	Fire & Water attribute cards ATK x2 for 3 turns. Reduces cooldown of other skills by 1 turn.	Rune Enhance, Fire & Water	16	
12	Light & Water attribute cards ATK x2 for 3 turns. Reduces cooldown of other skills by 1 turn.	Rune Enhance, Light & Water	16	
12	Water & Dark attribute cards ATK x2 for 3 turns. Reduces cooldown of other skills by 1 turn.	Rune Enhance, Water & Dark	16	
12	Wood & Dark attribute cards ATK x2 for 3 turns. Reduces cooldown of other skills by 1 turn.	Rune Enhance, Wood & Dark	16	
6	Enhance Dark orbs. +6% per orb. 35% damage reduction for 1 turn.	Ruthless Commander	16	
15	Inflict Wood damage equal to ATK x150 to 1 enemy. Affected by enemy element and defense. Reduce enemies' defense by 50% for 3 turns. Effects carry forward on sweep.	Ruthless Tackle	25	
6	Increase skyfall chance of Light orbs by 15% for 3 turns. Randomly spawn 2 Light orbs from non Light orbs.	Sレボリューション	10	
6	Change Dark & Jammer orbs to Light orbs. Light attribute ATK x1.3 for 1 turn.	Sエクスティンクション	11	
10	Change Dark & Heart orbs to Fire orbs. Recover 30% of max HP.	Sacred Fire Oath	15	
6	Randomly spawn 5 Heart orbs from non Light & Heart orbs.	Sacred Horn	11	
7	Change all orbs to Fire, Wood & Dark & Poison orbs.	Saimyosho Summoning	13	
10	Inflict Light damage equal to ATK x10 to all enemies. Affected by enemy element and defense. All attribute cards RCV x2 for 2 turns.	Saintly Maiden's Command	20	
10	Reduce 15% of all enemies' HP. Ignore enemy element and defense. Enhance Fire orbs. +6% per orb, up to +180% for full board.	Samurai Dragon's Bravery	18	
14	ATK x1 + ( 0.3x for every Skill Boost on the team ) for 2 turns.	Sapphire of Nobility	19	
6	5% damage reduction for 1 turn for every Resistance-Skill Bind on the team ) for 1 turn.	Scorpion Resistance	21	
14	Change all orbs to Water & Wood orbs. Reduces cooldown of other skills by 2 turns.	Sea Draco Summoning Circle-Wt & Wd	19	
22	Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep.	Search	22	
8	Deal 100000 Fire damage to 1 enemy in exchange for reducing HP by 50%. Affected by enemy element and defense. Delay 1 turn to all enemies.	Secret Blow	18	
8	Deal 300 damage to 1 enemy. Ignore enemy element and defense.	Secret Bonus	15	
8	Change Wood orbs to Dark orbs, Light orbs to Heart orbs. Enhance Heart orbs. +6% per orb.	Secret Box	13	
11	Change top-most row into Fire orbs and bottom-most row into Wood orbs.	Secret Heaven - Meteor Blade	26	
7	8% damage reduction for 1 turn for every Resistance-Skill Bind on the team ) for 1 turn.	Secret Special Training!	17	
5	Deal 49 damage to 1 enemy. Ignore enemy element and defense. Randomly spawn 2 Wood & Dark orbs from non Wood & Dark orbs.	Secret Technique Kessho Shi	10	
11	Change 3rd column from the right into Light orbs. Change middle row into Light orbs.	Secret Technique Tensho Juji Ho	16	
14	ATK x1 + ( 0.2x for every Enhanced Dark Orbs on the team ) for 2 turns.	See the difference in our strengths.	19	
7	Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs. Bind recovery for 3 turns.	Seething Chaos	37	
7	+1 combo count for 1 turn. Enhance Dark orbs. +6% per orb.	See you in hell	12	
9	Change all orbs to Water, Wood & Dark orbs. Reduces cooldown of other skills by 1 turn.	Seiryuu Seven-Star Formation	13	
8	Change Dark orbs to Light orbs, Fire orbs to Heart orbs.	Selfless Devotion	13	
9	Randomly spawn 2 Fire & Water orbs from non Fire & Water orbs. Enhance Fire & Water orbs. +6% per orb, up to +180% for full board.	SGカミカゼアタック	14	
10	Avoid all Light  damage for 3 turns. Enhance Dark orbs. +6% per orb, up to +180% for full board.	Shadow Field	20	
7	Removes lock status on orbs. Change Fire orbs to Dark orbs, Light orbs to Water orbs.	Shadow Tactics	12	
9	Randomly spawn 3 Heart orbs from non Fire & Heart orbs. 75% damage reduction for 1 turn.	Shape of Love, Yumi	14	
8	Reduce enemies' defense by 50% for 5 turns. Effects carry forward on sweep.	Shield Break	15	
10	Change all orbs to Fire, Light & Heart orbs. Reduces cooldown of other skills by 1 turn.	Shine Flare Ring	15	
10	Inflict Light damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Recover 1000 HP.	Shine Seed Breath	20	
8	Randomly spawn 3 Water & Light orbs from non Water & Light orbs. 35% damage reduction for 1 turn.	Shining Abyssal Gate	12	
7	35% damage reduction for 1 turn. Enhance Light orbs. +6% per orb, up to +180% for full board.	Shining Death Queen's Whisper	20	
8	Increase skyfall chance of Water & Light orbs by 10% for 1 turn. Randomly spawn 3 Water & Light orbs from non Water & Light orbs.	Shining Stroke	16	
7	Randomly spawn 5 Light orbs from non Light & Heart orbs. Reduces cooldown of other skills by 1 turn.	Shining Vision	22	
12	Delay 2 turns to all enemies. Randomly spawn 3 Dark orbs from non Dark orbs.	Shin no Ippo	17	
7	Change Light orbs to Wood orbs, Heart orbs to Light orbs.	Shinrabansho	12	
10	Full HP recovery. Full bind recovery.	Shower of Healing	20	
12	Full HP recovery. Full bind recovery. Reduces cooldown of other skills by 1 turn.	Shower of Healing X	16	
3	Randomly spawn 3 Light orbs from non Light orbs.	Show me your burning soul!!	18	
3	Randomly spawn 3 Fire orbs from non Fire orbs.	Show them your burning soul!!	18	
4	Inflict Dark damage equal to ATK x1-50 to 1 enemy. Affected by enemy element and defense. Randomly spawn 3 Dark orbs from non Dark orbs.	Shuffle Shot	10	
3	Deal 99 damage to 1 enemy. Ignore enemy element and defense. Randomly spawn 2 Light orbs from non Light orbs.	Shukuchi	8	
7	Inflict Fire damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense. Randomly spawn 4 Fire orbs from non Fire orbs.	Sidewinder	12	
9	Randomly spawn 4 Light & Heart orbs from non Light & Heart orbs. Reduces cooldown of other skills by 1 turn.	Sign of Hera	14	
7	Reduce enemies' defense by 75% for 2 turns. Effects carry forward on sweep. Reduces cooldown of other skills by 1 turn.	Sit boy!	12	
9	Delay 2 turns to all enemies.	Slow	14	
10	Change all orbs to Wood, Light & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Smile	16	
24	Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs. Ignores enemy damage absorb effects for 1 turn ( does not include combo shield, attribute absorb, and damage void ).	Smiles All Around	29	
8	Change Fire orbs to Wood orbs, Dark orbs to Heart orbs.	Smiling Palm	13	
7	Deal Fire damage to all enemies based on player's HP %. ATK x10 at 100% HP up to ATK x150 at 1 HP. Affected by enemy element and defense. Randomly spawn 3 Fire orbs from non Fire orbs.	Smite of Rage	15	
7	Change Fire & Water orbs to Heart orbs.	Snack Time!	11	
7	Deal 7777 damage to all enemies. Ignore enemy element and defense.	Solar Lazer	14	
6	Change Heart & Poison orbs to Fire orbs. Recover 3000 HP. Bind recovery for 3 turns.	Solid Fortitude	12	
6	Recover 30% of max HP. Bind recovery for 3 turns.	Soul Cure	9	
8	Inflict Light damage equal to ATK x8 to 1 enemy, and drain 50% of the damage you dealt. Affected by enemy element and defense.	Soul Drain	18	
15	Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Reduces cooldown of other skills by 1 turn.	Soul of Oblivion	25	
8	Change Fire orbs to Water orbs, Heart orbs to Dark orbs. Change Jammer, Poison & Mortal Poison orbs to Wood orbs.	Soul of the Sea God	12	
7	Give 6 seconds to move orbs without triggering matches. Enhance Dark & Heart orbs. +6% per orb.	Soul's Oracle	17	
8	Change all orbs to Fire, Wood & Light orbs.	Southern Seven-Star Formation	14	
9	Change all orbs to Fire, Water & Heart orbs.	Space-Time Tuning Circle - Fr / Wt	14	
9	Change all orbs to Fire, Wood & Heart orbs.	Space-Time Tuning Circle - Wd / Fr	14	
9	Change all orbs to Water, Wood & Heart orbs.	Space-Time Tuning Circle - Wt / Wd	14	
6	Reshuffle all orbs.	Spanking!	10	
7	Randomly spawn 3 Light & Heart orbs from non Light & Heart orbs. Reduces cooldown of other skills by 1 turn.	Sparkling Lips	12	
3	Deal 25000 Water damage to all enemies. Affected by enemy element and defense.	Splash Ball	9	
2	Inflict Water damage equal to ATK x5 to all enemies. Affected by enemy element and defense.	Splash Breath	10	
6	All attacks become multi-target for 3 turns. Wood attribute ATK x1.15 for 3 turns.	Spread Cats	13	
7	Change Water orbs to Dark orbs, Wood orbs to Heart orbs. Change own attribute to Dark for 2 turns.	Spring and Autumn Shadows	12	
13	ATK x1 + ( 0.15x for every Enhanced Wood Orbs, Enhanced Light Orbs on the team ) for 1 turn.	Sprite Circle	28	
12	Inflict Water damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense. Change all orbs to Fire, Water & Light & Dark orbs.	Staff of the Four Waters	27	
17	Change all orbs to Water orbs. Reduces cooldown of other skills by 1 turn.	Stand back. I'll handle this!	22	
3	Randomly spawn 3 Water & Jammer orbs from non Water & Jammer orbs. Increases time limit of orb movement by 1 second for 1 turn.	Star Dust - Aqua	8	
3	Randomly spawn 3 Fire & Jammer orbs from non Fire & Jammer orbs. Increases time limit of orb movement by 1 second for 1 turn.	Star Dust - Flare	8	
3	Randomly spawn 3 Wood & Jammer orbs from non Wood & Jammer orbs. Increases time limit of orb movement by 1 second for 1 turn.	Star Dust - Land	8	
15	Inflict Water damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Reduces cooldown of other skills by 1 turn.	Starfall	25	
6	Inflict Light damage equal to ATK x40 to all enemies. Affected by enemy element and defense. Change Heart & Jammer orbs to Light orbs.	Starlight Breath	17	
9	Change Wood & Light orbs to Fire orbs. Increase skyfall chance of Heart orbs by 15% for 2 turns.	Starry Road - Flare	14	
6	Change Light orbs to Wood orbs. Bind recovery for 3 turns.	Startreat Land	21	
10	Change Light, Heart, Jammer, Poison & Mortal Poison orbs to Water orbs. Increase skyfall chance of Water orbs by 15% for 4 turns.	Star Wake - Aqua	15	
10	Change Light, Heart, Jammer, Poison & Mortal Poison orbs to Wood orbs. Increase skyfall chance of Wood orbs by 15% for 4 turns.	Star Wake - Land	15	
6	Change Jammer & Water orbs to Fire orbs. Recover 30% of max HP.	Steel Spikes	11	
6	Reshuffle all orbs.	Stir-Fry Rake	21	
8	Physical type cards ATK x2 for 1 turn. Reduces cooldown of other skills by 1 turn.	Storing Power nya!	11	
10	Change all orbs to Wood, Light & Heart orbs. Reduces cooldown of other skills by 1 turn.	Storm Light Ring	15	
6	Recover 30% of max HP. Change Wood orbs to Heart orbs.	Strawberry Shower	13	
9	Change Wood orbs to Fire orbs, Dark orbs to Heart orbs. Increases time limit of orb movement by 5 seconds for 1 turn.	Stupidity of epic proportions!	14	
3	Change own attribute to Fire for 1 turn. Attacker type cards ATK x1.5 for 1 turn.	Style Change - Fire	10	
3	Change own attribute to Water for 1 turn. Attacker type cards ATK x1.5 for 1 turn.	Style Change - Water	10	
3	Change own attribute to Wood for 1 turn. Attacker type cards ATK x1.5 for 1 turn.	Style Change - Wood	10	
10	Change Wood, Heart, Jammer, Poison & Mortal Poison orbs to Water orbs. Increase skyfall chance of Water orbs by 15% for 4 turns.	Summer Paradise - Aqua	15	
8	Change all orbs to Water, Wood & Light orbs.	Summer Sea Seven-Star Formation	13	
6	Randomly spawn 5 Dark orbs from non Dark orbs. Enhance Dark orbs. +6% per orb, up to +180% for full board.	Summon Darkness	11	
4	Randomly spawn 2 Fire orbs from non Fire orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.	Summon Fire	10	
6	Randomly spawn 5 Light orbs from non Light orbs. Enhance Light orbs. +6% per orb, up to +180% for full board.	Summon Light	11	
4	Randomly spawn 2 Water orbs from non Water orbs. Enhance Water orbs. +6% per orb, up to +180% for full board.	Summon Water	10	
4	Randomly spawn 2 Wood orbs from non Wood orbs. Enhance Wood orbs. +6% per orb, up to +180% for full board.	Summon Wood	10	
7	Deal 77777 damage to all enemies. Ignore enemy element and defense. Increases time limit of orb movement by 3 seconds for 1 turn.	Sunburst Knuckle	11	
7	Randomly spawn 7 Heart orbs from non Water & Heart orbs. Give 7 seconds to move orbs without triggering matches.	Sundial	12	
13	Increases time limit of orb movement by 5 seconds for 1 turn. Reduces cooldown of other skills by 2 turns.	Sunlight Crown	18	
8	Change Dark & Heart orbs to Light orbs. Increase skyfall chance of Light orbs by 15% for 2 turns.	Sunlight Harmony	12	
10	Change all orbs to Fire, Light & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Sunrise Zone	16	
5	Change all orbs to Fire, Water & Wood & Light & Dark & Heart & Jammer orbs. Increases time limit of orb movement by 150% for 1 turn.	Sunset Mystery	10	
10	Change all orbs to Fire, Water & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.	Sunset Zone	16	
13	Change all orbs to Fire, Water & Dark & Heart orbs. Reduces cooldown of other skills by 2 turns.	Sunset Zone X	17	
5	Randomly spawn 3 Wood & Dark orbs from non Wood & Dark orbs.	Super Power Hymn	10	
10	Enhance Light & Dark orbs. +6% per orb. Give 10 seconds to move orbs without triggering matches.	Super Shinra - A. Lord Shin	20	
12	Inflict Fire damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Fire & Water attribute cards ATK x2 for 2 turns.	Super Shinra - Blazing God Devastation	20	
12	Inflict Fire damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Fire & Dark attribute cards ATK x2 for 2 turns.	Super Shinra - Gathering Cloud Devastation	20	
8	Inflict Light damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Dragon type cards ATK x2 for 1 turn.	Super Shinra - Light Dragon God Devastation	14	
12	Inflict Light damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Light & Water attribute cards ATK x2 for 2 turns.	Super Shinra - Oni Howl Devastation	20	
12	Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Dark & Wood attribute cards ATK x2 for 2 turns.	Super Shinra - Sacred Dragon Devastation	20	
12	Inflict Wood damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Wood & Light attribute cards ATK x2 for 2 turns.	Super Shinra - Sacred Dragon God Devastation	20	
12	Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Dark & Light attribute cards ATK x2 for 2 turns.	Super Shinra - Ultimate God Devastation	20	
9	Change all orbs to Fire, Wood & Light orbs. Reduces cooldown of other skills by 1 turn.	Suzaku Seven-Star Formation	13	
6	Fire attribute ATK x1.2 for 5 turns. Increases time limit of orb movement by 1 second for 5 turns.	Suzuran Harumichi's Gang is here	11	
8	Recover 4000 HP. Bind recovery for 4 turns.	Sweet Perfume	18	
15	Inflict Light damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense.	Sweet Shoot	20	
6	Randomly spawn 3 Fire & Heart orbs from non Fire & Heart orbs. Bind recovery for 2 turns.	Sweet Words	11	
12	Change top-most row into Water orbs and bottom-most row into Light orbs. Recover 50% of max HP.	Swords that give life	17	
7	Randomly spawn 5 Fire orbs from non Fire orbs. 35% damage reduction for 3 turns.	Tactical Flame	12	
7	Randomly spawn 5 Light orbs from non Light orbs.	Tail Lightning	15	
13	Reduce 10% of all enemies' HP. Ignore enemy element and defense. Attacker & Dragon type cards ATK x2 for 2 turns.	Tail Strike Meow!	18	
7	Change Dark orbs to Fire orbs, Light orbs to Water orbs.	Tears of a Clown	12	
7	Removes lock status on orbs. Change Dark orbs to Wood orbs, Fire orbs to Light orbs.	Tempest Flash	12	
8	Randomly spawn 6 Water orbs from non Water orbs. Delay 1 turn to all enemies.	Terror Wave	13	
13	Delay 2 turns to all enemies. Change all orbs to Fire, Water & Dark & Heart orbs.	That is your sin!	18	
8	Change own attribute to Fire for 2 turns. Devil type cards ATK x1.5 for 2 turns.	That's what you get!	18	
7	Randomly spawn 4 Heart orbs from non Heart orbs. All attribute cards RCV x2 for 1 turn.	The 6 Wings Legend	17	
8	Change Water orbs to Light orbs, Dark orbs to Heart orbs. Enhance Heart orbs. +6% per orb.	The Compliant Rod	13	
8	Change Wood orbs to Fire orbs, Dark orbs to Heart orbs. Change Jammer, Poison & Mortal Poison orbs to Water orbs.	The Divine Swordset, Kusanagi	12	
6	35% damage reduction for 3 turns.	The Feathered Garment of Yomi	13	
12	Light attribute ATK x2 for 1 turn. Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.	The gate's open!	17	
7	Inflict Dark damage equal to ATK x200 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Randomly spawn 6 Heart orbs from non Dark & Heart orbs.	The Morning Star	22	
7	Change left-most column into Water orbs. Reduces cooldown of other skills by 1 turn.	Then get stronger.	12	
12	Inflict damage equal to ATK x10 to 1 enemy, and drain 100% of the damage you dealt. Affected by enemy element and defense. Attacker & Machine type cards ATK x1.5 for 4 turns.	The promised time has come	17	
8	Change Fire orbs to Water orbs, Light orbs to Heart orbs. Enhance Heart orbs. +6% per orb.	The Sacred Blue Chains	13	
6	Switch places with leader card. Use again to switch back.	The Switch	16	
8	Change Wood orbs to Fire orbs, Dark orbs to Heart orbs. Enhance Heart orbs. +6% per orb.	The Sword Kusanagi	13	
11	Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep. Enhance Fire orbs. +6% per orb, up to +180% for full board.	The Third Eye	22	
10	Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs. God & Attacker type cards ATK x1.5 for 1 turn.	The ties that bind you will show you the way.	15	
5	Change right-most column into Wood orbs. Enhance Wood orbs. +6% per orb.	The time to annihilate you has come	10	
8	Recover 25% of max HP. Enhance Wood & Fire orbs. +6% per orb, up to +180% for full board.	The Way of Yielding Firmness	18	
10	Randomly spawn 3 Heart orbs from non Water & Heart orbs. 75% damage reduction for 1 turn.	This ain't a gamble, it's strategy!	15	
12	Physical type cards ATK x1.5 for 3 turns. 35% damage reduction for 3 turns.	This ain't no fun and games	17	
8	Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs. Increases time limit of orb movement by 150% for 1 turn.	This fight... is all mine!	13	
9	Change all orbs to Heart, Light & Dark orbs.	This is a fight for me and me alone	14	
12	Full HP recovery. Full bind recovery. Awoken Bind recovery for 9999 turns. 75% damage reduction for 1 turn.	This is linked to the future	17	
10	Reduces cooldown of other skills by 1 turn. 75% damage reduction for 1 turn.	This is my duty as a knight!	15	
7	Water attribute ATK x1.5 for 2 turns. Reduces cooldown of other skills by 1 turn.	This is my story!	13	
14	ATK x1 + ( 0.3x for every Enhanced Light Attribute on the team ) for 2 turns.	This match is mine, Kudo!	19	
15	Inflict Light damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense. Physical & Attacker type cards ATK x2 for 2 turns.	This will end it	20	
10	Deal 3000 Light damage to all enemies. Affected by enemy element and defense.	Thunder Ball	25	
10	Inflict Light damage equal to ATK x5 to all enemies. Affected by enemy element and defense.	Thunder Breath	20	
10	Deal 35000 Light damage to all Dark enemies. Affected by enemy element and defense.	Thunder Strike	15	
10	+1 combo count for 1 turn. Change Dark orbs to Fire orbs, Heart orbs to Wood orbs.	Time for my trump card!	15	
3	Randomly spawn 3 Heart orbs from non Light & Heart orbs.	Time for some moogle magic. Kupo!	4	
10	Deal 300000 Water damage to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Attacker & Machine type cards ATK x3 for 2 turns.	Time has come...	20	
